"Tabela 6804 - Domicílios particulares permanentes ocupados, por existência de canalização de água e principal forma de abastecimento de água"
"Variável - Domicílios particulares permanentes ocupados (Unidades)"
"Nível";"Cód.";"Município";"Existência de canalização de água";"Ano x Principal forma de abastecimento de água"
"Nível";"Cód.";"Município";"Existência de canalização de água";"2022"
"Nível";"Cód.";"Município";"Existência de canalização de água";"Total";"Rede geral de distribuição";"Poço profundo ou artesiano";"Poço raso, freático ou cacimba";"Fonte, nascente ou mina";"Carro-pipa";"Água da chuva armazenada";"Rios, açudes, córregos, lagos e igarapés";"Outra"
"MU";"3302858";"Mesquita (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"91,90558";"86,17176";"3,74215";"0,14374";"1,32724";"0,10861";"0,02875";"0,02555";"0,35776"
"MU";"3302858";"Mesquita (RJ)";"Canalizada, mas apenas no terreno";"5,70187";"4,87614";"0,51588";"0,04791";"0,08305";"0,02396";"0,02076";"0,02236";"0,11180"
"MU";"3302858";"Mesquita (RJ)";"Sem água canalizada";"2,39255";"-";"1,03496";"0,08146";"0,14055";"0,09104";"0,01757";"0,03833";"0,98864"
"MU";"3302908";"Miguel Pereira (RJ)";"Total";"100,00000";"70,17561";"12,81951";"8,39024";"7,95122";"0,01951";"-";"0,60488";"0,03902"
"MU";"3302908";"Miguel Pereira (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,55122";"70,11707";"12,74146";"8,26341";"7,83415";"0,01951";"-";"0,57561";"-"
"MU";"3302908";"Miguel Pereira (RJ)";"Canalizada, mas apenas no terreno";"0,26341";"0,05854";"0,03902";"0,05854";"0,08780";"-";"-";"0,00976";"0,00976"
"MU";"3302908";"Miguel Pereira (RJ)";"Sem água canalizada";"0,18537";"-";"0,03902";"0,06829";"0,02927";"-";"-";"0,01951";"0,02927"
"MU";"3303005";"Miracema (RJ)";"Total";"100,00000";"87,84502";"9,05114";"1,02073";"1,89564";"-";"-";"-";"0,18748"
"MU";"3303005";"Miracema (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,40631";"87,81377";"8,71784";"0,95823";"1,87480";"-";"-";"-";"0,04166"
"MU";"3303005";"Miracema (RJ)";"Canalizada, mas apenas no terreno";"0,33330";"0,03125";"0,20831";"0,04166";"0,01042";"-";"-";"-";"0,04166"
"MU";"3303005";"Miracema (RJ)";"Sem água canalizada";"0,26039";"-";"0,12499";"0,02083";"0,01042";"-";"-";"-";"0,10416"
"MU";"3303104";"Natividade (RJ)";"Total";"100,00000";"81,65525";"9,99824";"0,68529";"6,58935";"0,15814";"0,03514";"0,73801";"0,14057"
"MU";"3303104";"Natividade (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,78914";"81,60253";"9,92796";"0,68529";"6,55421";"0,15814";"0,03514";"0,73801";"0,08786"
"MU";"3303104";"Natividade (RJ)";"Canalizada, mas apenas no terreno";"0,12300";"0,05271";"0,03514";"-";"0,03514";"-";"-";"-";"-"
"MU";"3303104";"Natividade (RJ)";"Sem água canalizada";"0,08786";"-";"0,03514";"-";"-";"-";"-";"-";"0,05271"
"MU";"3303203";"Nilópolis (RJ)";"Total";"100,00000";"92,00246";"7,38181";"0,15086";"0,05964";"0,07894";"0,00877";"0,00526";"0,31225"
"MU";"3303203";"Nilópolis (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"93,14622";"86,92922";"5,88896";"0,08771";"0,04561";"0,04561";"0,00175";"0,00175";"0,14560"
"MU";"3303203";"Nilópolis (RJ)";"Canalizada, mas apenas no terreno";"5,75564";"5,07324";"0,58591";"0,04386";"0,01228";"0,00702";"0,00175";"0,00175";"0,02982"
"MU";"3303203";"Nilópolis (RJ)";"Sem água canalizada";"1,09815";"-";"0,90694";"0,01930";"0,00175";"0,02631";"0,00526";"0,00175";"0,13683"
"MU";"3303302";"Niterói (RJ)";"Total";"100,00000";"97,96238";"1,42062";"0,21749";"0,04833";"0,15322";"0,01954";"0,00823";"0,17019"
"MU";"3303302";"Niterói (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"98,90381";"97,20760";"1,26895";"0,18150";"0,03393";"0,11723";"0,01080";"0,00720";"0,07661"
"MU";"3303302";"Niterói (RJ)";"Canalizada, mas apenas no terreno";"0,88384";"0,75479";"0,07404";"0,01902";"0,00514";"0,00617";"0,00206";"-";"0,02262"
"MU";"3303302";"Niterói (RJ)";"Sem água canalizada";"0,21235";"-";"0,07764";"0,01697";"0,00925";"0,02982";"0,00668";"0,00103";"0,07095"
"MU";"3303401";"Nova Friburgo (RJ)";"Total";"100,00000";"78,10358";"6,65822";"0,52744";"14,53321";"0,04047";"0,02742";"0,05483";"0,05483"
"MU";"3303401";"Nova Friburgo (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,69189";"78,00958";"6,58773";"0,50916";"14,43268";"0,03655";"0,02481";"0,05222";"0,03917"
"MU";"3303401";"Nova Friburgo (RJ)";"Canalizada, mas apenas no terreno";"0,21280";"0,09400";"0,03003";"0,00914";"0,07442";"-";"-";"-";"0,00522"
"MU";"3303401";"Nova Friburgo (RJ)";"Sem água canalizada";"0,09530";"-";"0,04047";"0,00914";"0,02611";"0,00392";"0,00261";"0,00261";"0,01044"
"MU";"3303500";"Nova Iguaçu (RJ)";"Total";"100,00000";"67,85842";"27,65190";"1,64456";"0,28163";"0,81985";"0,07093";"0,05493";"1,61779"
"MU";"3303500";"Nova Iguaçu (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"92,58697";"66,39396";"22,86529";"1,29792";"0,21139";"0,68008";"0,03442";"0,04833";"1,05558"
"MU";"3303500";"Nova Iguaçu (RJ)";"Canalizada, mas apenas no terreno";"4,30784";"1,46446";"2,47136";"0,11508";"0,02260";"0,06293";"0,00556";"0,00174";"0,16411"
"MU";"3303500";"Nova Iguaçu (RJ)";"Sem água canalizada";"3,10519";"-";"2,31525";"0,23156";"0,04763";"0,07684";"0,03094";"0,00487";"0,39810"
"MU";"3303609";"Paracambi (RJ)";"Total";"100,00000";"60,27193";"29,42199";"2,38406";"7,17700";"0,07450";"0,04967";"0,11796";"0,50289"
"MU";"3303609";"Paracambi (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"96,20662";"58,73223";"27,99404";"2,12330";"6,72378";"0,06208";"0,03104";"0,11796";"0,42218"
"MU";"3303609";"Paracambi (RJ)";"Canalizada, mas apenas no terreno";"2,57031";"1,53970";"0,58981";"0,13038";"0,27938";"0,00621";"0,00621";"-";"0,01863"
"MU";"3303609";"Paracambi (RJ)";"Sem água canalizada";"1,22307";"-";"0,83814";"0,13038";"0,17384";"0,00621";"0,01242";"-";"0,06208"
"MU";"3303708";"Paraíba do Sul (RJ)";"Total";"100,00000";"90,80445";"2,86128";"1,57206";"4,34783";"0,10524";"0,02631";"0,17760";"0,10524"
"MU";"3303708";"Paraíba do Sul (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"98,52661";"90,58081";"2,42715";"1,42735";"3,78215";"0,09866";"0,01316";"0,16444";"0,03289"
"MU";"3303708";"Paraíba do Sul (RJ)";"Canalizada, mas apenas no terreno";"1,09189";"0,22364";"0,33546";"0,11182";"0,40124";"-";"-";"-";"0,01973"
"MU";"3303708";"Paraíba do Sul (RJ)";"Sem água canalizada";"0,38150";"-";"0,09866";"0,03289";"0,16444";"0,00658";"0,01316";"0,01316";"0,05262"
"MU";"3303807";"Paraty (RJ)";"Total";"100,00000";"63,47751";"0,39038";"0,21688";"34,89900";"0,01859";"0,03098";"0,27884";"0,68782"
"MU";"3303807";"Paraty (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"98,93419";"63,35358";"0,22927";"0,18590";"34,23596";"0,01239";"0,02479";"0,26026";"0,63205"
"MU";"3303807";"Paraty (RJ)";"Canalizada, mas apenas no terreno";"0,70641";"0,12393";"0,03098";"0,00620";"0,50812";"0,00620";"-";"0,00620";"0,02479"
"MU";"3303807";"Paraty (RJ)";"Sem água canalizada";"0,35940";"-";"0,13013";"0,02479";"0,15491";"-";"0,00620";"0,01239";"0,03098"
"MU";"3303856";"Paty do Alferes (RJ)";"Total";"100,00000";"60,58267";"8,75839";"15,15486";"15,04457";"0,19300";"0,03676";"0,02757";"0,20219"
"MU";"3303856";"Paty do Alferes (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,59563";"60,52753";"8,62972";"15,05376";"15,02619";"0,19300";"0,02757";"0,01838";"0,11947"
"MU";"3303856";"Paty do Alferes (RJ)";"Canalizada, mas apenas no terreno";"0,18381";"0,05514";"0,03676";"0,07352";"-";"-";"-";"0,00919";"0,00919"
"MU";"3303856";"Paty do Alferes (RJ)";"Sem água canalizada";"0,22057";"-";"0,09190";"0,02757";"0,01838";"-";"0,00919";"-";"0,07352"
"MU";"3303906";"Petrópolis (RJ)";"Total";"100,00000";"72,93649";"7,31167";"2,65896";"16,56073";"0,16168";"0,04065";"0,23744";"0,09239"
"MU";"3303906";"Petrópolis (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"98,90519";"72,79976";"7,07884";"2,60167";"15,96389";"0,13951";"0,02956";"0,23097";"0,06098"
"MU";"3303906";"Petrópolis (RJ)";"Canalizada, mas apenas no terreno";"0,59960";"0,13674";"0,16722";"0,04158";"0,24021";"0,00370";"-";"0,00277";"0,00739"
"MU";"3303906";"Petrópolis (RJ)";"Sem água canalizada";"0,49521";"-";"0,06560";"0,01571";"0,35662";"0,01848";"0,01109";"0,00370";"0,02402"
"MU";"3303955";"Pinheiral (RJ)";"Total";"100,00000";"91,97867";"4,83322";"0,94168";"1,92875";"0,01135";"0,02269";"-";"0,28364"
"MU";"3303955";"Pinheiral (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,36465";"91,75176";"4,73111";"0,87361";"1,89471";"-";"0,01135";"-";"0,10211"
"MU";"3303955";"Pinheiral (RJ)";"Canalizada, mas apenas no terreno";"0,29499";"0,22691";"0,03404";"0,02269";"-";"-";"-";"-";"0,01135"
"MU";"3303955";"Pinheiral (RJ)";"Sem água canalizada";"0,34037";"-";"0,06807";"0,04538";"0,03404";"0,01135";"0,01135";"-";"0,17018"
"MU";"3304003";"Piraí (RJ)";"Total";"100,00000";"86,82724";"5,04510";"2,31936";"4,98563";"0,40638";"0,00991";"0,15859";"0,24779"
"MU";"3304003";"Piraí (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"98,42403";"86,44068";"4,68827";"2,13103";"4,47022";"0,35682";"-";"0,14868";"0,18832"
"MU";"3304003";"Piraí (RJ)";"Canalizada, mas apenas no terreno";"0,47577";"0,38656";"0,01982";"0,04956";"0,01982";"-";"-";"-";"-"
"MU";"3304003";"Piraí (RJ)";"Sem água canalizada";"1,10021";"-";"0,33700";"0,13876";"0,49559";"0,04956";"0,00991";"0,00991";"0,05947"
"MU";"3304102";"Porciúncula (RJ)";"Total";"100,00000";"78,49245";"7,98941";"2,21149";"11,02632";"0,03115";"0,03115";"0,18689";"0,03115"
"MU";"3304102";"Porciúncula (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,45491";"78,35228";"7,77138";"2,21149";"10,87058";"0,03115";"0,01557";"0,18689";"0,01557"
"MU";"3304102";"Porciúncula (RJ)";"Canalizada, mas apenas no terreno";"0,43607";"0,14017";"0,17131";"-";"0,12459";"-";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Sem água canalizada";"0,10902";"-";"0,04672";"-";"0,03115";"-";"0,01557";"-";"0,01557"
"MU";"3304110";"Porto Real (RJ)";"Total";"100,00000";"98,44163";"0,72353";"0,54265";"0,18088";"0,02783";"-";"-";"0,08348"
"MU";"3304110";"Porto Real (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,74955";"98,31640";"0,70961";"0,51482";"0,16697";"-";"-";"-";"0,04174"
"MU";"3304110";"Porto Real (RJ)";"Canalizada, mas apenas no terreno";"0,16697";"0,12523";"0,01391";"0,01391";"0,01391";"-";"-";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Sem água canalizada";"0,08348";"-";"-";"0,01391";"-";"0,02783";"-";"-";"0,04174"
"MU";"3304128";"Quatis (RJ)";"Total";"100,00000";"86,35551";"4,76663";"3,55511";"4,23039";"0,07944";"0,05958";"0,85402";"0,09930"
"MU";"3304128";"Quatis (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"96,34558";"86,15690";"4,25025";"2,20457";"2,85998";"-";"0,01986";"0,83416";"0,01986"
"MU";"3304128";"Quatis (RJ)";"Canalizada, mas apenas no terreno";"0,65541";"0,19861";"0,11917";"0,27805";"0,03972";"-";"-";"-";"0,01986"
"MU";"3304128";"Quatis (RJ)";"Sem água canalizada";"2,99901";"-";"0,39722";"1,07249";"1,33069";"0,07944";"0,03972";"0,01986";"0,05958"
"MU";"3304144";"Queimados (RJ)";"Total";"100,00000";"77,44108";"17,00412";"3,89324";"0,35340";"0,27725";"0,03319";"0,01367";"0,98405"
"MU";"3304144";"Queimados (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"96,18877";"76,44142";"15,22541";"3,46369";"0,24796";"0,21477";"0,01757";"0,01171";"0,56622"
"MU";"3304144";"Queimados (RJ)";"Canalizada, mas apenas no terreno";"2,74128";"0,99967";"1,24568";"0,32216";"0,02929";"0,01952";"0,00390";"-";"0,12105"
"MU";"3304144";"Queimados (RJ)";"Sem água canalizada";"1,06996";"-";"0,53303";"0,10739";"0,07615";"0,04295";"0,01171";"0,00195";"0,29678"
"MU";"3304151";"Quissamã (RJ)";"Total";"100,00000";"72,19410";"15,03889";"8,74182";"0,16051";"3,50661";"0,01235";"0,02469";"0,32103"
"MU";"3304151";"Quissamã (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"98,19731";"71,50265";"14,53266";"8,40845";"0,14817";"3,39548";"-";"0,02469";"0,18521"
"MU";"3304151";"Quissamã (RJ)";"Canalizada, mas apenas no terreno";"1,25941";"0,69144";"0,30868";"0,17286";"-";"0,06174";"-";"-";"0,02469"
"MU";"3304151";"Quissamã (RJ)";"Sem água canalizada";"0,54328";"-";"0,19756";"0,16051";"0,01235";"0,04939";"0,01235";"-";"0,11112"
"MU";"3304201";"Resende (RJ)";"Total";"100,00000";"96,00888";"0,38584";"0,16180";"2,73197";"0,10994";"0,00622";"0,49370";"0,10164"
"MU";"3304201";"Resende (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,72411";"95,88234";"0,34850";"0,15143";"2,69670";"0,10164";"0,00415";"0,49163";"0,04771"
"MU";"3304201";"Resende (RJ)";"Canalizada, mas apenas no terreno";"0,18255";"0,12654";"0,02074";"0,00207";"0,02489";"-";"-";"-";"0,00830"
"MU";"3304201";"Resende (RJ)";"Sem água canalizada";"0,09335";"-";"0,01660";"0,00830";"0,01037";"0,00830";"0,00207";"0,00207";"0,04564"
"MU";"3304300";"Rio Bonito (RJ)";"Total";"100,00000";"49,41238";"38,97201";"3,30391";"7,09869";"0,08024";"0,02832";"0,79766";"0,30679"
"MU";"3304300";"Rio Bonito (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"95,67187";"49,02535";"35,67282";"3,04904";"6,88630";"0,06136";"0,02360";"0,78350";"0,16992"
"MU";"3304300";"Rio Bonito (RJ)";"Canalizada, mas apenas no terreno";"1,31685";"0,38703";"0,70798";"0,15104";"0,05192";"0,00472";"0,00472";"-";"0,00944"
"MU";"3304300";"Rio Bonito (RJ)";"Sem água canalizada";"3,01128";"-";"2,59121";"0,10384";"0,16048";"0,01416";"-";"0,01416";"0,12744"
"MU";"3304409";"Rio Claro (RJ)";"Total";"100,00000";"74,18550";"4,66095";"2,43180";"17,86438";"-";"-";"0,77942";"0,07794"
"MU";"3304409";"Rio Claro (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"97,52143";"74,09197";"4,41154";"1,88620";"16,39906";"-";"-";"0,71707";"0,01559"
"MU";"3304409";"Rio Claro (RJ)";"Canalizada, mas apenas no terreno";"0,53001";"0,09353";"0,10912";"0,09353";"0,23383";"-";"-";"-";"-"
"MU";"3304409";"Rio Claro (RJ)";"Sem água canalizada";"1,94856";"-";"0,14030";"0,45207";"1,23149";"-";"-";"0,06235";"0,06235"
"MU";"3304508";"Rio das Flores (RJ)";"Total";"100,00000";"85,32992";"4,54837";"0,41640";"9,35298";"0,12812";"-";"0,16015";"0,06406"
"MU";"3304508";"Rio das Flores (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,83985";"85,29789";"4,51634";"0,41640";"9,25689";"0,12812";"-";"0,16015";"0,06406"
"MU";"3304508";"Rio das Flores (RJ)";"Canalizada, mas apenas no terreno";"0,03203";"0,03203";"-";"-";"-";"-";"-";"-";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Sem água canalizada";"0,12812";"-";"0,03203";"-";"0,09609";"-";"-";"-";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Total";"100,00000";"64,37556";"24,34610";"2,69685";"0,06772";"7,88061";"0,25394";"0,01016";"0,36906"
"MU";"3304524";"Rio das Ostras (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"91,21536";"60,50551";"21,24634";"2,52247";"0,05587";"6,49749";"0,19807";"0,00677";"0,18284"
"MU";"3304524";"Rio das Ostras (RJ)";"Canalizada, mas apenas no terreno";"5,74752";"3,87005";"1,06316";"0,07957";"0,00339";"0,65347";"0,02370";"0,00169";"0,05248"
"MU";"3304524";"Rio das Ostras (RJ)";"Sem água canalizada";"3,03713";"-";"2,03660";"0,09480";"0,00846";"0,72966";"0,03217";"0,00169";"0,13374"
"MU";"3304557";"Rio de Janeiro (RJ)";"Total";"100,00000";"98,35755";"0,77695";"0,05609";"0,39110";"0,04017";"0,01555";"0,04132";"0,32126"
"MU";"3304557";"Rio de Janeiro (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"98,97508";"97,62787";"0,66271";"0,04608";"0,35228";"0,02881";"0,00849";"0,03939";"0,20944"
"MU";"3304557";"Rio de Janeiro (RJ)";"Canalizada, mas apenas no terreno";"0,85151";"0,72968";"0,04776";"0,00378";"0,02770";"0,00328";"0,00160";"0,00103";"0,03668"
"MU";"3304557";"Rio de Janeiro (RJ)";"Sem água canalizada";"0,17341";"-";"0,06648";"0,00624";"0,01112";"0,00808";"0,00546";"0,00090";"0,07513"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Total";"100,00000";"51,99298";"7,14465";"6,51792";"32,76510";"-";"0,02507";"1,35372";"0,20055"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"98,92204";"51,86764";"7,01930";"6,46779";"32,08824";"-";"0,02507";"1,35372";"0,10028"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Canalizada, mas apenas no terreno";"0,40110";"0,12534";"0,07521";"0,02507";"0,15041";"-";"-";"-";"0,02507"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Sem água canalizada";"0,67686";"-";"0,05014";"0,02507";"0,52645";"-";"-";"-";"0,07521"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Total";"100,00000";"86,99501";"6,22748";"2,19384";"4,27388";"0,05058";"0,00632";"0,09483";"0,15806"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,60169";"86,88120";"6,13264";"2,16223";"4,22963";"0,03793";"-";"0,08851";"0,06955"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Canalizada, mas apenas no terreno";"0,17702";"0,11380";"0,03161";"0,00632";"0,02529";"-";"-";"-";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Sem água canalizada";"0,22128";"-";"0,06322";"0,02529";"0,01897";"0,01264";"0,00632";"0,00632";"0,08851"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Total";"100,00000";"22,54312";"25,69163";"49,89582";"0,24887";"0,02315";"0,01158";"0,03473";"1,55111"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"96,99618";"22,23058";"25,03762";"48,18266";"0,23730";"0,02315";"0,01158";"0,02894";"1,24436"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Canalizada, mas apenas no terreno";"1,66107";"0,31254";"0,51511";"0,74083";"0,00579";"-";"-";"-";"0,08682"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Sem água canalizada";"1,34275";"-";"0,13890";"0,97233";"0,00579";"-";"-";"0,00579";"0,21993"
"MU";"3304805";"São Fidélis (RJ)";"Total";"100,00000";"80,33271";"8,72686";"1,14033";"7,45908";"0,09391";"0,03354";"1,41535";"0,79823"
"MU";"3304805";"São Fidélis (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"96,33083";"80,23880";"6,77489";"0,80494";"6,90233";"0,04695";"0,01342";"1,03971";"0,50979"
"MU";"3304805";"São Fidélis (RJ)";"Canalizada, mas apenas no terreno";"1,38852";"0,09391";"0,69090";"0,20794";"0,34210";"-";"-";"0,02683";"0,02683"
"MU";"3304805";"São Fidélis (RJ)";"Sem água canalizada";"2,28065";"-";"1,26107";"0,12745";"0,21465";"0,04695";"0,02012";"0,34881";"0,26160"
"MU";"3304904";"São Gonçalo (RJ)";"Total";"100,00000";"84,56980";"9,88570";"1,67857";"0,06283";"1,51549";"0,11505";"0,02541";"2,14715"
"MU";"3304904";"São Gonçalo (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"93,24077";"81,49946";"8,00719";"1,22507";"0,04133";"0,93102";"0,04328";"0,02011";"1,47332"
"MU";"3304904";"São Gonçalo (RJ)";"Canalizada, mas apenas no terreno";"4,37584";"3,07035";"0,73219";"0,17872";"0,00698";"0,12371";"0,03156";"0,00251";"0,22982"
"MU";"3304904";"São Gonçalo (RJ)";"Sem água canalizada";"2,38339";"-";"1,14632";"0,27478";"0,01452";"0,46076";"0,04021";"0,00279";"0,44401"
"MU";"3305000";"São João da Barra (RJ)";"Total";"100,00000";"76,82522";"10,63330";"11,87085";"0,11753";"0,48396";"-";"0,01383";"0,05531"
"MU";"3305000";"São João da Barra (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"97,06858";"76,43114";"9,79674";"10,26687";"0,11062";"0,42865";"-";"0,00691";"0,02765"
"MU";"3305000";"São João da Barra (RJ)";"Canalizada, mas apenas no terreno";"2,55116";"0,39408";"0,56001";"1,56250";"0,00691";"0,02765";"-";"-";"-"
"MU";"3305000";"São João da Barra (RJ)";"Sem água canalizada";"0,38025";"-";"0,27655";"0,04148";"-";"0,02765";"-";"0,00691";"0,02765"
"MU";"3305109";"São João de Meriti (RJ)";"Total";"100,00000";"91,59097";"6,64154";"0,35255";"0,03022";"0,22101";"0,03555";"0,01541";"1,11275"
"MU";"3305109";"São João de Meriti (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"96,60072";"90,13693";"5,32082";"0,29863";"0,02311";"0,13746";"0,00830";"0,01481";"0,66066"
"MU";"3305109";"São João de Meriti (RJ)";"Canalizada, mas apenas no terreno";"2,18699";"1,45404";"0,54986";"0,02963";"0,00474";"0,03437";"0,00830";"-";"0,10606"
"MU";"3305109";"São João de Meriti (RJ)";"Sem água canalizada";"1,21229";"-";"0,77087";"0,02429";"0,00237";"0,04918";"0,01896";"0,00059";"0,34603"
"MU";"3305133";"São José de Ubá (RJ)";"Total";"100,00000";"60,02983";"8,20283";"23,11708";"8,50112";"0,11186";"-";"-";"0,03729"
"MU";"3305133";"São José de Ubá (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,73900";"60,02983";"8,20283";"23,00522";"8,46383";"0,03729";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Canalizada, mas apenas no terreno";"0,07457";"-";"-";"0,03729";"-";"0,03729";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Sem água canalizada";"0,18643";"-";"-";"0,07457";"0,03729";"0,03729";"-";"-";"0,03729"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"100,00000";"52,86216";"29,73496";"1,02868";"16,18056";"0,03631";"0,01210";"0,09682";"0,04841"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,38279";"52,69273";"29,43241";"1,00448";"16,08375";"0,03631";"0,01210";"0,09682";"0,02420"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Canalizada, mas apenas no terreno";"0,35096";"0,16943";"0,09682";"0,02420";"0,03631";"-";"-";"-";"0,02420"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Sem água canalizada";"0,26625";"-";"0,20574";"-";"0,06051";"-";"-";"-";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Total";"100,00000";"95,31796";"1,56242";"0,10434";"0,04173";"2,25103";"0,11999";"0,00522";"0,59732"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"96,22307";"93,76858";"1,20768";"0,07043";"0,03913";"0,81903";"0,03391";"0,00261";"0,28170"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Canalizada, mas apenas no terreno";"2,44405";"1,54938";"0,18780";"0,00783";"-";"0,64166";"0,00783";"-";"0,04956"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Sem água canalizada";"1,33288";"-";"0,16694";"0,02608";"0,00261";"0,79034";"0,07825";"0,00261";"0,26605"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Total";"100,00000";"53,04170";"29,59672";"1,53794";"14,93506";"-";"-";"0,51265";"0,37594"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,11141";"52,83664";"29,52837";"1,50376";"14,62748";"-";"-";"0,44429";"0,17088"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Canalizada, mas apenas no terreno";"0,37594";"0,20506";"0,06835";"0,03418";"0,06835";"-";"-";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Sem água canalizada";"0,51265";"-";"-";"-";"0,23923";"-";"-";"0,06835";"0,20506"
"MU";"3305406";"Sapucaia (RJ)";"Total";"100,00000";"73,86822";"10,99656";"1,25504";"12,56537";"0,07470";"0,01494";"1,04587";"0,17929"
"MU";"3305406";"Sapucaia (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"99,34260";"73,76363";"10,93680";"1,15046";"12,31137";"0,07470";"0,01494";"1,03093";"0,05976"
"MU";"3305406";"Sapucaia (RJ)";"Canalizada, mas apenas no terreno";"0,31376";"0,10459";"0,01494";"0,10459";"0,08965";"-";"-";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Sem água canalizada";"0,34364";"-";"0,04482";"-";"0,16435";"-";"-";"0,01494";"0,11953"
"MU";"3305505";"Saquarema (RJ)";"Total";"100,00000";"50,37371";"41,72993";"2,14849";"0,85588";"3,92180";"0,55984";"0,06742";"0,34294"
"MU";"3305505";"Saquarema (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"93,20280";"49,19542";"37,48278";"1,64727";"0,80312";"3,38541";"0,45139";"0,04983";"0,18759"
"MU";"3305505";"Saquarema (RJ)";"Canalizada, mas apenas no terreno";"3,52024";"1,17830";"1,89642";"0,21983";"0,01466";"0,15828";"0,01759";"0,01172";"0,02345"
"MU";"3305505";"Saquarema (RJ)";"Sem água canalizada";"3,27696";"-";"2,35073";"0,28138";"0,03810";"0,37811";"0,09086";"0,00586";"0,13190"
"MU";"3305554";"Seropédica (RJ)";"Total";"100,00000";"96,06766";"2,67044";"0,31718";"0,27966";"0,13642";"0,05116";"0,03411";"0,44337"
"MU";"3305554";"Seropédica (RJ)";"Canalizada até dentro da casa, apartamento ou habitação";"97,20337";"94,29078";"2,00198";"0,22509";"0,26602";"0,12619";"0,03411";"0,01364";"0,24556"
