"Tabela 6806 - Domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes ocupados (Unidades)"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"2022"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Total";"Tinham banheiro de uso exclusivo do domicílio";"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";"Apenas banheiro de uso comum a mais de um domicílio";"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";"Não tinham banheiro nem sanitário"
"MU";"3301108";"Cantagalo (RJ)";"Fossa rudimentar ou buraco";"302";"301";"244";"45";"8";"4";"-";"1";"-"
"MU";"3301108";"Cantagalo (RJ)";"Vala";"259";"259";"204";"50";"4";"1";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Rio, lago, córrego ou mar";"480";"480";"339";"125";"12";"4";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Outra forma";"9";"9";"7";"2";"-";"-";"-";"-";"-"
"MU";"3301108";"Cantagalo (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Total";"4985";"4976";"3607";"1144";"179";"46";"6";"3";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"2500";"2498";"1766";"600";"105";"27";"2";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Rede geral ou pluvial";"2289";"2287";"1618";"546";"97";"26";"2";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"211";"211";"148";"54";"8";"1";"-";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"580";"580";"431";"127";"19";"3";"-";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Fossa rudimentar ou buraco";"728";"726";"571";"137";"11";"7";"2";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Vala";"713";"713";"511";"174";"26";"2";"-";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Rio, lago, córrego ou mar";"418";"416";"301";"94";"16";"5";"2";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Outra forma";"46";"43";"27";"12";"2";"2";"-";"3";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Total";"6683";"6675";"4451";"1755";"346";"123";"4";"3";"1"
"MU";"3301207";"Carmo (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"5735";"5731";"3841";"1494";"297";"99";"3";"1";"-"
"MU";"3301207";"Carmo (RJ)";"Rede geral ou pluvial";"5005";"5001";"3335";"1321";"254";"91";"3";"1";"-"
"MU";"3301207";"Carmo (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"730";"730";"506";"173";"43";"8";"-";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"194";"194";"91";"78";"14";"11";"-";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Fossa rudimentar ou buraco";"199";"198";"127";"53";"13";"5";"-";"1";"-"
"MU";"3301207";"Carmo (RJ)";"Vala";"116";"116";"99";"15";"-";"2";"-";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Rio, lago, córrego ou mar";"427";"426";"289";"110";"21";"6";"1";"-";"-"
"MU";"3301207";"Carmo (RJ)";"Outra forma";"11";"10";"4";"5";"1";"-";"-";"1";"-"
"MU";"3301207";"Carmo (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Total";"16907";"16885";"10497";"4739";"1238";"411";"14";"6";"2"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"11291";"11288";"6856";"3247";"891";"294";"2";"1";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Rede geral ou pluvial";"6821";"6818";"4356";"1857";"462";"143";"2";"1";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4470";"4470";"2500";"1390";"429";"151";"-";"-";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4702";"4692";"2994";"1285";"307";"106";"9";"1";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Fossa rudimentar ou buraco";"515";"513";"337";"141";"27";"8";"1";"1";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Vala";"161";"160";"133";"23";"3";"1";"1";"-";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Rio, lago, córrego ou mar";"206";"206";"153";"41";"10";"2";"-";"-";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Outra forma";"30";"26";"24";"2";"-";"-";"1";"3";"-"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Não tinham banheiro nem sanitário";"2";"-";"-";"-";"-";"-";"-";"-";"2"
"MU";"3301405";"Conceição de Macabu (RJ)";"Total";"7901";"7882";"5523";"1866";"374";"119";"10";"8";"1"
"MU";"3301405";"Conceição de Macabu (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"4884";"4880";"3351";"1193";"253";"83";"2";"2";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Rede geral ou pluvial";"4731";"4727";"3254";"1151";"245";"77";"2";"2";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"153";"153";"97";"42";"8";"6";"-";"-";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"376";"375";"266";"88";"18";"3";"1";"-";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Fossa rudimentar ou buraco";"319";"315";"242";"56";"11";"6";"1";"3";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Vala";"2144";"2138";"1542";"492";"82";"22";"5";"1";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Rio, lago, córrego ou mar";"161";"159";"109";"36";"9";"5";"-";"2";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Outra forma";"16";"15";"13";"1";"1";"-";"1";"-";"-"
"MU";"3301405";"Conceição de Macabu (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3301504";"Cordeiro (RJ)";"Total";"7959";"7954";"5315";"2062";"426";"151";"3";"1";"1"
"MU";"3301504";"Cordeiro (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"6851";"6848";"4497";"1843";"379";"129";"2";"1";"-"
"MU";"3301504";"Cordeiro (RJ)";"Rede geral ou pluvial";"6412";"6409";"4274";"1690";"339";"106";"2";"1";"-"
"MU";"3301504";"Cordeiro (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"439";"439";"223";"153";"40";"23";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"380";"380";"263";"83";"24";"10";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Fossa rudimentar ou buraco";"82";"82";"58";"18";"3";"3";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Vala";"220";"220";"190";"29";"1";"-";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Rio, lago, córrego ou mar";"417";"417";"302";"88";"19";"8";"-";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Outra forma";"8";"7";"5";"1";"-";"1";"1";"-";"-"
"MU";"3301504";"Cordeiro (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3301603";"Duas Barras (RJ)";"Total";"4151";"4146";"3151";"783";"152";"60";"5";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"1430";"1430";"1060";"280";"59";"31";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Rede geral ou pluvial";"1055";"1055";"805";"200";"33";"17";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"375";"375";"255";"80";"26";"14";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"313";"313";"219";"74";"15";"5";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Fossa rudimentar ou buraco";"438";"438";"346";"73";"17";"2";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Vala";"57";"57";"45";"12";"-";"-";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Rio, lago, córrego ou mar";"1907";"1902";"1476";"343";"61";"22";"5";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Outra forma";"6";"6";"5";"1";"-";"-";"-";"-";"-"
"MU";"3301603";"Duas Barras (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Total";"298064";"296891";"230566";"55681";"8400";"2244";"449";"593";"131"
"MU";"3301702";"Duque de Caxias (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"266058";"265614";"204890";"50862";"7804";"2058";"314";"130";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Rede geral ou pluvial";"221345";"220972";"170882";"41913";"6455";"1722";"260";"113";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"44713";"44642";"34008";"8949";"1349";"336";"54";"17";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"7241";"7166";"5551";"1348";"196";"71";"27";"48";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Fossa rudimentar ou buraco";"6355";"6198";"5167";"888";"103";"40";"25";"132";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Vala";"9592";"9534";"8014";"1332";"147";"41";"35";"23";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Rio, lago, córrego ou mar";"7926";"7663";"6317";"1177";"137";"32";"30";"233";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Outra forma";"761";"716";"627";"74";"13";"2";"18";"27";"-"
"MU";"3301702";"Duque de Caxias (RJ)";"Não tinham banheiro nem sanitário";"131";"-";"-";"-";"-";"-";"-";"-";"131"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Total";"4791";"4779";"3551";"967";"180";"81";"8";"2";"2"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"2168";"2164";"1619";"441";"73";"31";"3";"1";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Rede geral ou pluvial";"1480";"1478";"1119";"297";"44";"18";"1";"1";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"688";"686";"500";"144";"29";"13";"2";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"345";"341";"231";"72";"23";"15";"4";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Fossa rudimentar ou buraco";"351";"351";"246";"75";"19";"11";"-";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Vala";"921";"919";"734";"156";"21";"8";"1";"1";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Rio, lago, córrego ou mar";"983";"983";"707";"217";"44";"15";"-";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Outra forma";"21";"21";"14";"6";"-";"1";"-";"-";"-"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Não tinham banheiro nem sanitário";"2";"-";"-";"-";"-";"-";"-";"-";"2"
"MU";"3301850";"Guapimirim (RJ)";"Total";"18498";"18459";"12871";"4163";"991";"434";"28";"9";"2"
"MU";"3301850";"Guapimirim (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"10479";"10467";"7615";"2260";"452";"140";"11";"1";"-"
"MU";"3301850";"Guapimirim (RJ)";"Rede geral ou pluvial";"7001";"6993";"5245";"1401";"279";"68";"7";"1";"-"
"MU";"3301850";"Guapimirim (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"3478";"3474";"2370";"859";"173";"72";"4";"-";"-"
"MU";"3301850";"Guapimirim (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4984";"4979";"2954";"1320";"457";"248";"5";"-";"-"
"MU";"3301850";"Guapimirim (RJ)";"Fossa rudimentar ou buraco";"1192";"1187";"835";"266";"54";"32";"4";"1";"-"
"MU";"3301850";"Guapimirim (RJ)";"Vala";"1285";"1277";"1036";"216";"13";"12";"4";"4";"-"
"MU";"3301850";"Guapimirim (RJ)";"Rio, lago, córrego ou mar";"436";"435";"347";"77";"10";"1";"1";"-";"-"
"MU";"3301850";"Guapimirim (RJ)";"Outra forma";"120";"114";"84";"24";"5";"1";"3";"3";"-"
"MU";"3301850";"Guapimirim (RJ)";"Não tinham banheiro nem sanitário";"2";"-";"-";"-";"-";"-";"-";"-";"2"
"MU";"3301876";"Iguaba Grande (RJ)";"Total";"10312";"10302";"5646";"3423";"889";"344";"5";"4";"1"
"MU";"3301876";"Iguaba Grande (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"5408";"5405";"2855";"1825";"517";"208";"3";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Rede geral ou pluvial";"1872";"1871";"1040";"609";"171";"51";"1";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"3536";"3534";"1815";"1216";"346";"157";"2";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4208";"4207";"2372";"1405";"305";"125";"-";"1";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Fossa rudimentar ou buraco";"117";"117";"92";"20";"4";"1";"-";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Vala";"80";"80";"68";"11";"1";"-";"-";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Rio, lago, córrego ou mar";"336";"335";"175";"109";"43";"8";"1";"-";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Outra forma";"162";"158";"84";"53";"19";"2";"1";"3";"-"
"MU";"3301876";"Iguaba Grande (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3301900";"Itaboraí (RJ)";"Total";"86584";"86232";"64199";"18638";"2726";"669";"162";"152";"38"
"MU";"3301900";"Itaboraí (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"57138";"57067";"40984";"13524";"2088";"471";"44";"27";"-"
"MU";"3301900";"Itaboraí (RJ)";"Rede geral ou pluvial";"33452";"33412";"23671";"8280";"1193";"268";"26";"14";"-"
"MU";"3301900";"Itaboraí (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"23686";"23655";"17313";"5244";"895";"203";"18";"13";"-"
"MU";"3301900";"Itaboraí (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"12019";"11956";"9152";"2379";"322";"103";"37";"26";"-"
"MU";"3301900";"Itaboraí (RJ)";"Fossa rudimentar ou buraco";"6029";"5984";"4781";"1031";"129";"43";"27";"18";"-"
"MU";"3301900";"Itaboraí (RJ)";"Vala";"8211";"8133";"6784";"1185";"135";"29";"40";"38";"-"
"MU";"3301900";"Itaboraí (RJ)";"Rio, lago, córrego ou mar";"2343";"2334";"1902";"377";"40";"15";"5";"4";"-"
"MU";"3301900";"Itaboraí (RJ)";"Outra forma";"806";"758";"596";"142";"12";"8";"9";"39";"-"
"MU";"3301900";"Itaboraí (RJ)";"Não tinham banheiro nem sanitário";"38";"-";"-";"-";"-";"-";"-";"-";"38"
"MU";"3302007";"Itaguaí (RJ)";"Total";"42279";"42230";"30649";"9348";"1701";"532";"33";"12";"4"
"MU";"3302007";"Itaguaí (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"35074";"35048";"25188";"7942";"1469";"449";"21";"5";"-"
"MU";"3302007";"Itaguaí (RJ)";"Rede geral ou pluvial";"30079";"30057";"21676";"6794";"1227";"360";"18";"4";"-"
"MU";"3302007";"Itaguaí (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4995";"4991";"3512";"1148";"242";"89";"3";"1";"-"
"MU";"3302007";"Itaguaí (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1676";"1670";"1134";"399";"97";"40";"6";"-";"-"
"MU";"3302007";"Itaguaí (RJ)";"Fossa rudimentar ou buraco";"1248";"1245";"957";"231";"43";"14";"2";"1";"-"
"MU";"3302007";"Itaguaí (RJ)";"Vala";"2240";"2235";"1743";"430";"50";"12";"2";"3";"-"
"MU";"3302007";"Itaguaí (RJ)";"Rio, lago, córrego ou mar";"1182";"1181";"923";"220";"29";"9";"1";"-";"-"
"MU";"3302007";"Itaguaí (RJ)";"Outra forma";"855";"851";"704";"126";"13";"8";"1";"3";"-"
"MU";"3302007";"Itaguaí (RJ)";"Não tinham banheiro nem sanitário";"4";"-";"-";"-";"-";"-";"-";"-";"4"
"MU";"3302056";"Italva (RJ)";"Total";"5598";"5594";"3808";"1524";"201";"61";"2";"1";"1"
"MU";"3302056";"Italva (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"4592";"4591";"3016";"1341";"180";"54";"1";"-";"-"
"MU";"3302056";"Italva (RJ)";"Rede geral ou pluvial";"4520";"4519";"2961";"1328";"178";"52";"1";"-";"-"
"MU";"3302056";"Italva (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"72";"72";"55";"13";"2";"2";"-";"-";"-"
"MU";"3302056";"Italva (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"259";"259";"203";"51";"5";"-";"-";"-";"-"
"MU";"3302056";"Italva (RJ)";"Fossa rudimentar ou buraco";"310";"309";"253";"49";"5";"2";"-";"1";"-"
"MU";"3302056";"Italva (RJ)";"Vala";"201";"200";"162";"35";"2";"1";"1";"-";"-"
"MU";"3302056";"Italva (RJ)";"Rio, lago, córrego ou mar";"199";"199";"147";"40";"8";"4";"-";"-";"-"
"MU";"3302056";"Italva (RJ)";"Outra forma";"36";"36";"27";"8";"1";"-";"-";"-";"-"
"MU";"3302056";"Italva (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3302106";"Itaocara (RJ)";"Total";"9046";"9030";"5852";"2551";"496";"131";"8";"4";"4"
"MU";"3302106";"Itaocara (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"6664";"6662";"4142";"2025";"390";"105";"2";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Rede geral ou pluvial";"6405";"6403";"3971";"1968";"369";"95";"2";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"259";"259";"171";"57";"21";"10";"-";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"538";"535";"365";"124";"34";"12";"2";"1";"-"
"MU";"3302106";"Itaocara (RJ)";"Fossa rudimentar ou buraco";"535";"533";"404";"106";"19";"4";"2";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Vala";"654";"652";"501";"136";"13";"2";"2";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Rio, lago, córrego ou mar";"610";"609";"410";"155";"36";"8";"-";"1";"-"
"MU";"3302106";"Itaocara (RJ)";"Outra forma";"41";"39";"30";"5";"4";"-";"-";"2";"-"
"MU";"3302106";"Itaocara (RJ)";"Não tinham banheiro nem sanitário";"4";"-";"-";"-";"-";"-";"-";"-";"4"
"MU";"3302205";"Itaperuna (RJ)";"Total";"38479";"38430";"25256";"9975";"2241";"958";"27";"12";"10"
"MU";"3302205";"Itaperuna (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"34947";"34926";"22633";"9308";"2086";"899";"17";"4";"-"
"MU";"3302205";"Itaperuna (RJ)";"Rede geral ou pluvial";"34518";"34498";"22333";"9219";"2059";"887";"16";"4";"-"
"MU";"3302205";"Itaperuna (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"429";"428";"300";"89";"27";"12";"1";"-";"-"
"MU";"3302205";"Itaperuna (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"782";"782";"567";"151";"47";"17";"-";"-";"-"
"MU";"3302205";"Itaperuna (RJ)";"Fossa rudimentar ou buraco";"645";"636";"504";"99";"26";"7";"4";"5";"-"
"MU";"3302205";"Itaperuna (RJ)";"Vala";"894";"890";"663";"183";"31";"13";"3";"1";"-"
"MU";"3302205";"Itaperuna (RJ)";"Rio, lago, córrego ou mar";"904";"900";"619";"214";"46";"21";"2";"2";"-"
"MU";"3302205";"Itaperuna (RJ)";"Outra forma";"297";"296";"270";"20";"5";"1";"1";"-";"-"
"MU";"3302205";"Itaperuna (RJ)";"Não tinham banheiro nem sanitário";"10";"-";"-";"-";"-";"-";"-";"-";"10"
"MU";"3302254";"Itatiaia (RJ)";"Total";"11374";"11361";"7300";"2930";"793";"338";"11";"1";"1"
"MU";"3302254";"Itatiaia (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"7921";"7914";"5088";"2124";"525";"177";"7";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Rede geral ou pluvial";"7004";"6999";"4523";"1888";"449";"139";"5";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"917";"915";"565";"236";"76";"38";"2";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2152";"2152";"1240";"551";"220";"141";"-";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Fossa rudimentar ou buraco";"862";"862";"659";"160";"31";"12";"-";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Vala";"142";"141";"118";"20";"3";"-";"-";"1";"-"
"MU";"3302254";"Itatiaia (RJ)";"Rio, lago, córrego ou mar";"260";"258";"176";"64";"13";"5";"2";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Outra forma";"36";"34";"19";"11";"1";"3";"2";"-";"-"
"MU";"3302254";"Itatiaia (RJ)";"Não tinham banheiro nem sanitário";"1";"-";"-";"-";"-";"-";"-";"-";"1"
"MU";"3302270";"Japeri (RJ)";"Total";"32110";"32030";"26277";"4911";"673";"169";"44";"25";"11"
"MU";"3302270";"Japeri (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"23015";"22981";"18650";"3645";"537";"149";"27";"7";"-"
"MU";"3302270";"Japeri (RJ)";"Rede geral ou pluvial";"20355";"20325";"16570";"3150";"478";"127";"23";"7";"-"
"MU";"3302270";"Japeri (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2660";"2656";"2080";"495";"59";"22";"4";"-";"-"
"MU";"3302270";"Japeri (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1152";"1149";"976";"160";"6";"7";"1";"2";"-"
"MU";"3302270";"Japeri (RJ)";"Fossa rudimentar ou buraco";"2242";"2234";"1880";"302";"45";"7";"3";"5";"-"
"MU";"3302270";"Japeri (RJ)";"Vala";"4005";"3987";"3300";"612";"69";"6";"10";"8";"-"
"MU";"3302270";"Japeri (RJ)";"Rio, lago, córrego ou mar";"992";"987";"817";"159";"11";"-";"3";"2";"-"
"MU";"3302270";"Japeri (RJ)";"Outra forma";"693";"692";"654";"33";"5";"-";"-";"1";"-"
"MU";"3302270";"Japeri (RJ)";"Não tinham banheiro nem sanitário";"11";"-";"-";"-";"-";"-";"-";"-";"11"
"MU";"3302304";"Laje do Muriaé (RJ)";"Total";"2728";"2727";"1962";"594";"123";"48";"-";"1";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"1778";"1777";"1337";"346";"67";"27";"-";"1";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Rede geral ou pluvial";"1684";"1683";"1266";"329";"62";"26";"-";"1";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"94";"94";"71";"17";"5";"1";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"235";"235";"157";"58";"13";"7";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Fossa rudimentar ou buraco";"46";"46";"34";"12";"-";"-";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Vala";"115";"115";"82";"25";"8";"-";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Rio, lago, córrego ou mar";"549";"549";"347";"153";"35";"14";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Outra forma";"5";"5";"5";"-";"-";"-";"-";"-";"-"
"MU";"3302304";"Laje do Muriaé (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3302403";"Macaé (RJ)";"Total";"92716";"92612";"57711";"24869";"7111";"2921";"55";"33";"16"
"MU";"3302403";"Macaé (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"78075";"78045";"46826";"22021";"6505";"2693";"23";"7";"-"
"MU";"3302403";"Macaé (RJ)";"Rede geral ou pluvial";"71814";"71788";"42970";"20288";"5993";"2537";"19";"7";"-"
"MU";"3302403";"Macaé (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"6261";"6257";"3856";"1733";"512";"156";"4";"-";"-"
"MU";"3302403";"Macaé (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"6746";"6723";"4537";"1588";"429";"169";"15";"8";"-"
"MU";"3302403";"Macaé (RJ)";"Fossa rudimentar ou buraco";"3792";"3775";"3058";"582";"100";"35";"12";"5";"-"
"MU";"3302403";"Macaé (RJ)";"Vala";"1202";"1196";"967";"207";"20";"2";"2";"4";"-"
"MU";"3302403";"Macaé (RJ)";"Rio, lago, córrego ou mar";"2653";"2650";"2163";"426";"48";"13";"-";"3";"-"
"MU";"3302403";"Macaé (RJ)";"Outra forma";"232";"223";"160";"45";"9";"9";"3";"6";"-"
"MU";"3302403";"Macaé (RJ)";"Não tinham banheiro nem sanitário";"16";"-";"-";"-";"-";"-";"-";"-";"16"
"MU";"3302452";"Macuco (RJ)";"Total";"1940";"1938";"1364";"484";"64";"26";"2";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"1672";"1671";"1196";"402";"56";"17";"1";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Rede geral ou pluvial";"1628";"1627";"1169";"389";"53";"16";"1";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"44";"44";"27";"13";"3";"1";"-";"-";"-"
"MU";"3302452";"Macuco (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"118";"118";"66";"43";"3";"6";"-";"-";"-"
