"Tabela 6806 - Domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes ocupados (Unidades)"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"2022"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Total";"Tinham banheiro de uso exclusivo do domicílio";"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";"Apenas banheiro de uso comum a mais de um domicílio";"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";"Não tinham banheiro nem sanitário"
"MU";"3304557";"Rio de Janeiro (RJ)";"Rede geral ou pluvial";"92,14623";"92,05124";"58,47780";"22,76991";"8,39596";"2,40758";"0,08699";"0,00800";"-"
"MU";"3304557";"Rio de Janeiro (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,75243";"2,74989";"1,73498";"0,68950";"0,21867";"0,10673";"0,00201";"0,00053";"-"
"MU";"3304557";"Rio de Janeiro (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1,09915";"1,09628";"0,63448";"0,25794";"0,11785";"0,08601";"0,00222";"0,00066";"-"
"MU";"3304557";"Rio de Janeiro (RJ)";"Fossa rudimentar ou buraco";"0,39135";"0,38806";"0,30021";"0,06791";"0,01342";"0,00652";"0,00164";"0,00164";"-"
"MU";"3304557";"Rio de Janeiro (RJ)";"Vala";"2,08607";"2,07754";"1,78611";"0,25006";"0,03242";"0,00895";"0,00562";"0,00291";"-"
"MU";"3304557";"Rio de Janeiro (RJ)";"Rio, lago, córrego ou mar";"1,30970";"1,30609";"1,06813";"0,20164";"0,02922";"0,00710";"0,00238";"0,00123";"-"
"MU";"3304557";"Rio de Janeiro (RJ)";"Outra forma";"0,20312";"0,19713";"0,13911";"0,04341";"0,00923";"0,00538";"0,00410";"0,00189";"-"
"MU";"3304557";"Rio de Janeiro (RJ)";"Não tinham banheiro nem sanitário";"0,01194";"-";"-";"-";"-";"-";"-";"-";"0,01194"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Total";"100,00000";"99,87466";"70,89496";"21,75984";"5,21434";"2,00552";"0,02507";"0,05014";"0,05014"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"49,81198";"49,78691";"34,24417";"11,75733";"2,85786";"0,92755";"-";"0,02507";"-"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Rede geral ou pluvial";"47,83154";"47,80647";"32,71497";"11,43144";"2,80772";"0,85234";"-";"0,02507";"-"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1,98045";"1,98045";"1,52921";"0,32590";"0,05014";"0,07521";"-";"-";"-"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"11,15568";"11,15568";"7,09451";"2,68238";"0,85234";"0,52645";"-";"-";"-"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Fossa rudimentar ou buraco";"12,45926";"12,43419";"9,87716";"1,88017";"0,57659";"0,10028";"0,02507";"-";"-"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Vala";"5,86613";"5,86613";"4,76310";"0,90248";"0,10028";"0,10028";"-";"-";"-"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Rio, lago, córrego ou mar";"20,20557";"20,18050";"14,64026";"4,38706";"0,80221";"0,35097";"-";"0,02507";"-"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Outra forma";"0,45124";"0,45124";"0,27576";"0,15041";"0,02507";"-";"-";"-";"-"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Não tinham banheiro nem sanitário";"0,05014";"-";"-";"-";"-";"-";"-";"-";"0,05014"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Total";"100,00000";"99,96207";"68,90687";"23,45578";"5,23487";"2,36454";"0,02529";"0,01264";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"84,64943";"84,63046";"57,29279";"20,52855";"4,64058";"2,16855";"0,01897";"-";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Rede geral ou pluvial";"83,89707";"83,87811";"56,82494";"20,35784";"4,57103";"2,12430";"0,01897";"-";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"0,75236";"0,75236";"0,46785";"0,17070";"0,06955";"0,04426";"-";"-";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4,31182";"4,31182";"3,23070";"0,78397";"0,18335";"0,11380";"-";"-";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Fossa rudimentar ou buraco";"1,99153";"1,99153";"1,53000";"0,37302";"0,06955";"0,01897";"-";"-";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Vala";"5,51306";"5,50673";"4,50781";"0,81558";"0,17070";"0,01264";"-";"0,00632";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Rio, lago, córrego ou mar";"3,41405";"3,40140";"2,23178";"0,94835";"0,17070";"0,05058";"0,00632";"0,00632";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Outra forma";"0,12012";"0,12012";"0,11380";"0,00632";"-";"-";"-";"-";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Total";"100,00000";"99,20130";"80,10765";"15,88726";"2,47714";"0,72925";"0,32411";"0,30096";"0,17363"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"3,20639";"3,20060";"2,60447";"0,52089";"0,05788";"0,01736";"0,00579";"-";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Rede geral ou pluvial";"1,09966";"1,09966";"0,78134";"0,27781";"0,03473";"0,00579";"-";"-";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,10673";"2,10094";"1,82313";"0,24308";"0,02315";"0,01158";"0,00579";"-";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"1,66686";"1,66686";"0,97233";"0,44565";"0,16784";"0,08103";"-";"-";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Fossa rudimentar ou buraco";"90,87857";"90,40398";"73,17977";"14,41139";"2,19354";"0,61928";"0,26045";"0,21415";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Vala";"0,32990";"0,31832";"0,29517";"0,02315";"-";"-";"-";"0,01158";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Rio, lago, córrego ou mar";"3,52471";"3,50156";"2,95173";"0,48038";"0,05788";"0,01158";"0,01158";"0,01158";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Outra forma";"0,21993";"0,10997";"0,10418";"0,00579";"-";"-";"0,04630";"0,06366";"-"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Não tinham banheiro nem sanitário";"0,17363";"-";"-";"-";"-";"-";"-";"-";"0,17363"
"MU";"3304805";"São Fidélis (RJ)";"Total";"100,00000";"99,92621";"67,80923";"25,85860";"4,66863";"1,58975";"0,01342";"0,04025";"0,02012"
"MU";"3304805";"São Fidélis (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"70,66005";"70,65334";"44,78803";"20,57955";"3,92407";"1,36169";"0,00671";"-";"-"
"MU";"3304805";"São Fidélis (RJ)";"Rede geral ou pluvial";"70,20392";"70,19721";"44,49960";"20,43198";"3,91736";"1,34827";"0,00671";"-";"-"
"MU";"3304805";"São Fidélis (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"0,45613";"0,45613";"0,28844";"0,14757";"0,00671";"0,01342";"-";"-";"-"
"MU";"3304805";"São Fidélis (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4,99732";"4,99732";"3,82345";"0,97934";"0,14086";"0,05366";"-";"-";"-"
"MU";"3304805";"São Fidélis (RJ)";"Fossa rudimentar ou buraco";"7,16394";"7,15052";"5,64127";"1,28790";"0,15428";"0,06708";"0,00671";"0,00671";"-"
"MU";"3304805";"São Fidélis (RJ)";"Vala";"6,96270";"6,95600";"5,70164";"1,11350";"0,12074";"0,02012";"-";"0,00671";"-"
"MU";"3304805";"São Fidélis (RJ)";"Rio, lago, córrego ou mar";"9,63241";"9,63241";"7,39200";"1,82452";"0,32868";"0,08720";"-";"-";"-"
"MU";"3304805";"São Fidélis (RJ)";"Outra forma";"0,56346";"0,53662";"0,46284";"0,07379";"-";"-";"-";"0,02683";"-"
"MU";"3304805";"São Fidélis (RJ)";"Não tinham banheiro nem sanitário";"0,02012";"-";"-";"-";"-";"-";"-";"-";"0,02012"
"MU";"3304904";"São Gonçalo (RJ)";"Total";"100,00000";"99,83608";"79,79883";"17,20343";"2,26946";"0,56436";"0,08768";"0,05445";"0,02178"
"MU";"3304904";"São Gonçalo (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"83,71558";"83,64437";"66,46244";"14,71113";"1,97290";"0,49790";"0,05110";"0,02011";"-"
"MU";"3304904";"São Gonçalo (RJ)";"Rede geral ou pluvial";"72,76845";"72,71148";"58,05788";"12,58772";"1,65008";"0,41580";"0,04384";"0,01312";"-"
"MU";"3304904";"São Gonçalo (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"10,94713";"10,93289";"8,40457";"2,12341";"0,32281";"0,08210";"0,00726";"0,00698";"-"
"MU";"3304904";"São Gonçalo (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"3,72798";"3,71876";"2,96535";"0,64367";"0,08908";"0,02066";"0,00558";"0,00363";"-"
"MU";"3304904";"São Gonçalo (RJ)";"Fossa rudimentar ou buraco";"2,29375";"2,27895";"1,91062";"0,32253";"0,03686";"0,00894";"0,00531";"0,00949";"-"
"MU";"3304904";"São Gonçalo (RJ)";"Vala";"5,69222";"5,66736";"4,75450";"0,80340";"0,08741";"0,02206";"0,01145";"0,01340";"-"
"MU";"3304904";"São Gonçalo (RJ)";"Rio, lago, córrego ou mar";"4,00136";"3,99159";"3,25186";"0,65233";"0,07456";"0,01285";"0,00642";"0,00335";"-"
"MU";"3304904";"São Gonçalo (RJ)";"Outra forma";"0,54733";"0,53504";"0,45406";"0,07037";"0,00866";"0,00195";"0,00782";"0,00447";"-"
"MU";"3304904";"São Gonçalo (RJ)";"Não tinham banheiro nem sanitário";"0,02178";"-";"-";"-";"-";"-";"-";"-";"0,02178"
"MU";"3305000";"São João da Barra (RJ)";"Total";"100,00000";"99,87555";"72,40044";"22,67699";"3,55365";"1,24447";"0,06914";"0,04148";"0,01383"
"MU";"3305000";"São João da Barra (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"26,56250";"26,55559";"18,83296";"6,25000";"1,10619";"0,36643";"0,00691";"-";"-"
"MU";"3305000";"São João da Barra (RJ)";"Rede geral ou pluvial";"22,38662";"22,37970";"15,38993";"5,60011";"1,05780";"0,33186";"0,00691";"-";"-"
"MU";"3305000";"São João da Barra (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4,17588";"4,17588";"3,44303";"0,64989";"0,04840";"0,03457";"-";"-";"-"
"MU";"3305000";"São João da Barra (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"37,25802";"37,20271";"26,21681";"9,42340";"1,12694";"0,43556";"0,02074";"0,03457";"-"
"MU";"3305000";"São João da Barra (RJ)";"Fossa rudimentar ou buraco";"35,91676";"35,88219";"27,15708";"6,96211";"1,32052";"0,44248";"0,03457";"-";"-"
"MU";"3305000";"São João da Barra (RJ)";"Vala";"0,08988";"0,08988";"0,08296";"0,00691";"-";"-";"-";"-";"-"
"MU";"3305000";"São João da Barra (RJ)";"Rio, lago, córrego ou mar";"0,12445";"0,12445";"0,09679";"0,02765";"-";"-";"-";"-";"-"
"MU";"3305000";"São João da Barra (RJ)";"Outra forma";"0,03457";"0,02074";"0,01383";"0,00691";"-";"-";"0,00691";"0,00691";"-"
"MU";"3305000";"São João da Barra (RJ)";"Não tinham banheiro nem sanitário";"0,01383";"-";"-";"-";"-";"-";"-";"-";"0,01383"
"MU";"3305109";"São João de Meriti (RJ)";"Total";"100,00000";"99,88801";"82,93842";"14,46398";"1,96953";"0,51608";"0,07940";"0,01541";"0,01718"
"MU";"3305109";"São João de Meriti (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"97,60267";"97,52090";"80,88179";"14,19675";"1,93220";"0,51016";"0,06873";"0,01304";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Rede geral ou pluvial";"95,14846";"95,07558";"78,93714";"13,76718";"1,87354";"0,49772";"0,06221";"0,01067";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,45421";"2,44533";"1,94465";"0,42958";"0,05866";"0,01244";"0,00652";"0,00237";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"0,24412";"0,24353";"0,21864";"0,01955";"0,00356";"0,00178";"0,00059";"-";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Fossa rudimentar ou buraco";"0,23108";"0,22990";"0,20205";"0,02429";"0,00296";"0,00059";"-";"0,00119";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Vala";"0,80109";"0,79635";"0,66125";"0,11791";"0,01481";"0,00237";"0,00474";"-";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Rio, lago, córrego ou mar";"0,96403";"0,96225";"0,85026";"0,09599";"0,01481";"0,00119";"0,00178";"-";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Outra forma";"0,13983";"0,13509";"0,12443";"0,00948";"0,00119";"-";"0,00356";"0,00119";"-"
"MU";"3305109";"São João de Meriti (RJ)";"Não tinham banheiro nem sanitário";"0,01718";"-";"-";"-";"-";"-";"-";"-";"0,01718"
"MU";"3305133";"São José de Ubá (RJ)";"Total";"100,00000";"99,55257";"75,87621";"19,76137";"3,31842";"0,59657";"0,07457";"0,14914";"0,22371"
"MU";"3305133";"São José de Ubá (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"59,69426";"59,61969";"42,76659";"13,90753";"2,49814";"0,44743";"0,03729";"0,03729";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Rede geral ou pluvial";"57,30798";"57,23341";"40,75317";"13,68382";"2,34899";"0,44743";"0,03729";"0,03729";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,38628";"2,38628";"2,01342";"0,22371";"0,14914";"-";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"14,83967";"14,83967";"11,67040";"2,68456";"0,37286";"0,11186";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Fossa rudimentar ou buraco";"7,86726";"7,82998";"6,74870";"0,93214";"0,14914";"-";"-";"0,03729";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Vala";"13,46010";"13,34825";"11,22297";"1,82699";"0,26100";"0,03729";"0,03729";"0,07457";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Rio, lago, córrego ou mar";"3,57942";"3,57942";"3,16928";"0,37286";"0,03729";"-";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Outra forma";"0,33557";"0,33557";"0,29828";"0,03729";"-";"-";"-";"-";"-"
"MU";"3305133";"São José de Ubá (RJ)";"Não tinham banheiro nem sanitário";"0,22371";"-";"-";"-";"-";"-";"-";"-";"0,22371"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"100,00000";"99,98790";"77,84098";"18,18952";"3,02554";"0,93186";"0,01210";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"54,35072";"54,35072";"40,94155";"10,98875";"1,79112";"0,62931";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Rede geral ou pluvial";"28,31901";"28,31901";"22,30425";"5,07080";"0,70192";"0,24204";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"26,03171";"26,03171";"18,63730";"5,91795";"1,08919";"0,38727";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"21,26346";"21,26346";"16,47102";"3,81217";"0,79874";"0,18153";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Fossa rudimentar ou buraco";"5,05870";"5,05870";"4,00581";"0,90766";"0,08471";"0,06051";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Vala";"0,39937";"0,39937";"0,33886";"0,04841";"0,01210";"-";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Rio, lago, córrego ou mar";"18,69781";"18,68571";"15,86591";"2,42043";"0,33886";"0,06051";"0,01210";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Outra forma";"0,22994";"0,22994";"0,21784";"0,01210";"-";"-";"-";"-";"-"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Total";"100,00000";"99,84871";"64,48954";"27,28885";"6,00188";"2,06844";"0,09129";"0,04173";"0,01826"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"67,86217";"67,82305";"42,21921";"19,81063";"4,37425";"1,41896";"0,03652";"0,00261";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Rede geral ou pluvial";"43,53383";"43,50253";"28,56957";"11,59424";"2,44666";"0,89207";"0,02869";"0,00261";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"24,32834";"24,32052";"13,64964";"8,21639";"1,92759";"0,52689";"0,00783";"-";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"26,50112";"26,48025";"17,98998";"6,48704";"1,45287";"0,55037";"0,01304";"0,00783";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Fossa rudimentar ou buraco";"4,00125";"3,98038";"2,96051";"0,79816";"0,14085";"0,08086";"0,01565";"0,00522";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Vala";"1,07726";"1,06422";"0,93902";"0,10694";"0,01043";"0,00783";"0,01043";"0,00261";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Rio, lago, córrego ou mar";"0,16694";"0,16172";"0,13303";"0,01826";"0,00783";"0,00261";"0,00261";"0,00261";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Outra forma";"0,37300";"0,33909";"0,24780";"0,06782";"0,01565";"0,00783";"0,01304";"0,02087";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Não tinham banheiro nem sanitário";"0,01826";"-";"-";"-";"-";"-";"-";"-";"0,01826"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Total";"100,00000";"99,55571";"75,76897";"19,20711";"3,38346";"1,19617";"0,30759";"0,10253";"0,03418"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"46,85578";"46,82160";"33,32194";"10,97061";"1,77717";"0,75188";"0,03418";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Rede geral ou pluvial";"45,28366";"45,24949";"32,02324";"10,73137";"1,74299";"0,75188";"0,03418";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1,57211";"1,57211";"1,29870";"0,23923";"0,03418";"-";"-";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"19,58305";"19,54887";"15,10595";"3,34928";"0,82023";"0,27341";"0,03418";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Fossa rudimentar ou buraco";"8,09979";"8,03144";"6,73274";"0,95694";"0,27341";"0,06835";"0,06835";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Vala";"10,56049";"10,45796";"8,85167";"1,46958";"0,13671";"-";"0,10253";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Rio, lago, córrego ou mar";"14,21736";"14,14901";"11,38072";"2,28982";"0,37594";"0,10253";"0,06835";"-";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Outra forma";"0,64935";"0,54682";"0,37594";"0,17088";"-";"-";"-";"0,10253";"-"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Não tinham banheiro nem sanitário";"0,03418";"-";"-";"-";"-";"-";"-";"-";"0,03418"
"MU";"3305406";"Sapucaia (RJ)";"Total";"100,00000";"99,89541";"70,83520";"23,06888";"4,37771";"1,61363";"0,04482";"0,02988";"0,02988"
"MU";"3305406";"Sapucaia (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"70,17780";"70,16286";"48,54325";"17,19707";"3,33184";"1,09069";"0,01494";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Rede geral ou pluvial";"67,29419";"67,27925";"46,34693";"16,71896";"3,21231";"1,00105";"0,01494";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,88361";"2,88361";"2,19632";"0,47811";"0,11953";"0,08965";"-";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"9,03929";"9,03929";"6,72344";"1,61363";"0,40341";"0,29882";"-";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Fossa rudimentar ou buraco";"6,08098";"6,06604";"4,67653";"1,16540";"0,17929";"0,04482";"0,01494";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Vala";"3,25713";"3,22725";"2,42044";"0,76199";"0,04482";"-";"-";"0,02988";"-"
"MU";"3305406";"Sapucaia (RJ)";"Rio, lago, córrego ou mar";"11,23562";"11,23562";"8,36695";"2,27103";"0,41835";"0,17929";"-";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Outra forma";"0,17929";"0,16435";"0,10459";"0,05976";"-";"-";"0,01494";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Não tinham banheiro nem sanitário";"0,02988";"-";"-";"-";"-";"-";"-";"-";"0,02988"
"MU";"3305505";"Saquarema (RJ)";"Total";"100,00000";"99,83879";"61,39461";"27,74277";"7,51531";"3,18609";"0,09379";"0,03517";"0,03224"
"MU";"3305505";"Saquarema (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"27,35879";"27,34121";"18,03793";"7,17824";"1,54468";"0,58036";"0,01759";"-";"-"
"MU";"3305505";"Saquarema (RJ)";"Rede geral ou pluvial";"13,43025";"13,41560";"9,81915";"2,88712";"0,52173";"0,18759";"0,01466";"-";"-"
"MU";"3305505";"Saquarema (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"13,92854";"13,92561";"8,21878";"4,29112";"1,02295";"0,39277";"0,00293";"-";"-"
"MU";"3305505";"Saquarema (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"60,78201";"60,74098";"35,32550";"17,88844";"5,24079";"2,28625";"0,04104";"-";"-"
"MU";"3305505";"Saquarema (RJ)";"Fossa rudimentar ou buraco";"7,91101";"7,89049";"4,90078";"2,05469";"0,64777";"0,28725";"0,01466";"0,00586";"-"
"MU";"3305505";"Saquarema (RJ)";"Vala";"2,46212";"2,44453";"1,98435";"0,38397";"0,06155";"0,01466";"0,01172";"0,00586";"-"
"MU";"3305505";"Saquarema (RJ)";"Rio, lago, córrego ou mar";"1,02295";"1,02002";"0,89398";"0,11138";"0,00586";"0,00879";"-";"0,00293";"-"
"MU";"3305505";"Saquarema (RJ)";"Outra forma";"0,43087";"0,40156";"0,25207";"0,12604";"0,01466";"0,00879";"0,00879";"0,02052";"-"
"MU";"3305505";"Saquarema (RJ)";"Não tinham banheiro nem sanitário";"0,03224";"-";"-";"-";"-";"-";"-";"-";"0,03224"
"MU";"3305554";"Seropédica (RJ)";"Total";"100,00000";"99,81924";"74,02544";"21,14184";"3,60151";"1,05044";"0,10914";"0,04093";"0,03069"
"MU";"3305554";"Seropédica (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"73,79012";"73,70485";"54,22394";"16,01241";"2,72160";"0,74690";"0,06821";"0,01705";"-"
"MU";"3305554";"Seropédica (RJ)";"Rede geral ou pluvial";"59,68419";"59,60915";"44,42550";"12,36997";"2,22707";"0,58661";"0,06480";"0,01023";"-"
"MU";"3305554";"Seropédica (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"14,10593";"14,09570";"9,79844";"3,64244";"0,49453";"0,16029";"0,00341";"0,00682";"-"
"MU";"3305554";"Seropédica (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"6,77671";"6,76648";"4,70311";"1,57225";"0,36834";"0,12278";"0,00682";"0,00341";"-"
"MU";"3305554";"Seropédica (RJ)";"Fossa rudimentar ou buraco";"5,75697";"5,74673";"4,46438";"1,01634";"0,19099";"0,07503";"0,00341";"0,00682";"-"
"MU";"3305554";"Seropédica (RJ)";"Vala";"10,64425";"10,61014";"8,36261";"1,93036";"0,23874";"0,07844";"0,02387";"0,01023";"-"
"MU";"3305554";"Seropédica (RJ)";"Rio, lago, córrego ou mar";"1,83827";"1,83827";"1,38808";"0,36834";"0,05798";"0,02387";"-";"-";"-"
"MU";"3305554";"Seropédica (RJ)";"Outra forma";"1,16299";"1,15276";"0,88333";"0,24215";"0,02387";"0,00341";"0,00682";"0,00341";"-"
"MU";"3305554";"Seropédica (RJ)";"Não tinham banheiro nem sanitário";"0,03069";"-";"-";"-";"-";"-";"-";"-";"0,03069"
"MU";"3305604";"Silva Jardim (RJ)";"Total";"100,00000";"99,86053";"73,12032";"21,61785";"3,75301";"1,36934";"0,07607";"0,05072";"0,01268"
"MU";"3305604";"Silva Jardim (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"57,19538";"57,18271";"40,10397";"13,73146";"2,48510";"0,86218";"0,01268";"-";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Rede geral ou pluvial";"46,92532";"46,91264";"32,86421";"11,28439";"2,06669";"0,69735";"0,01268";"-";"-"
"MU";"3305604";"Silva Jardim (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"10,27006";"10,27006";"7,23976";"2,44706";"0,41841";"0,16483";"-";"-";"-"
