"Tabela 6909 - Moradores em domicílios particulares permanentes ocupados, por existência de canalização de água e a principal forma de abastecimento de água, segundo grupos de idade e cor ou raça"
"Variável - Moradores em domicílios particulares permanentes ocupados (Pessoas)"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Ano x Principal forma de abastecimento de água x Existência de canalização de água"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"2022"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";;;;"Rede geral de distribuição";;;;"Poço profundo ou artesiano";;;;"Poço raso, freático ou cacimba";;;;"Fonte, nascente ou mina";;;;"Carro-pipa";;;;"Água da chuva armazenada";;;;"Rios, açudes, córregos, lagos e igarapés";;;;"Outra"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada";"Total";"Canalizada até dentro da casa, apartamento ou habitação";"Canalizada, mas apenas no terreno";"Sem água canalizada"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Parda";"2,73";"2,62";"0,07";"0,04";"2,22";"2,18";"0,04";"-";"0,35";"0,31";"0,02";"0,02";"0,06";"0,05";"0,00";"0,00";"0,06";"0,05";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Total";"6,30";"6,11";"0,13";"0,07";"5,30";"5,22";"0,08";"-";"0,66";"0,59";"0,04";"0,04";"0,11";"0,10";"0,01";"0,01";"0,15";"0,14";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,04";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Branca";"2,79";"2,73";"0,04";"0,02";"2,42";"2,39";"0,02";"-";"0,24";"0,21";"0,01";"0,01";"0,04";"0,04";"0,00";"0,00";"0,07";"0,07";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Preta";"0,99";"0,95";"0,03";"0,01";"0,82";"0,81";"0,02";"-";"0,12";"0,10";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Parda";"2,50";"2,41";"0,06";"0,03";"2,05";"2,01";"0,04";"-";"0,31";"0,27";"0,02";"0,02";"0,05";"0,04";"0,00";"0,00";"0,05";"0,05";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Total";"5,76";"5,59";"0,11";"0,06";"4,88";"4,81";"0,07";"-";"0,57";"0,51";"0,03";"0,04";"0,10";"0,09";"0,01";"0,01";"0,13";"0,12";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Branca";"2,63";"2,57";"0,03";"0,02";"2,29";"2,27";"0,02";"-";"0,21";"0,19";"0,01";"0,01";"0,04";"0,03";"0,00";"0,00";"0,07";"0,06";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Preta";"0,88";"0,85";"0,02";"0,01";"0,74";"0,73";"0,01";"-";"0,10";"0,08";"0,01";"0,01";"0,02";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Parda";"2,23";"2,15";"0,05";"0,03";"1,84";"1,81";"0,03";"-";"0,27";"0,23";"0,01";"0,02";"0,05";"0,04";"0,00";"0,00";"0,05";"0,04";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Total";"4,71";"4,58";"0,09";"0,05";"4,02";"3,97";"0,05";"-";"0,45";"0,40";"0,02";"0,03";"0,08";"0,07";"0,00";"0,00";"0,10";"0,10";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,03";"0,02";"0,00";"0,01"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Branca";"2,24";"2,20";"0,03";"0,02";"1,96";"1,95";"0,02";"-";"0,17";"0,15";"0,01";"0,01";"0,03";"0,03";"0,00";"0,00";"0,06";"0,05";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Preta";"0,71";"0,68";"0,02";"0,01";"0,60";"0,59";"0,01";"-";"0,08";"0,07";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Parda";"1,75";"1,69";"0,04";"0,02";"1,45";"1,43";"0,02";"-";"0,20";"0,18";"0,01";"0,01";"0,03";"0,03";"0,00";"0,00";"0,04";"0,03";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Total";"3,49";"3,40";"0,06";"0,03";"3,00";"2,97";"0,03";"-";"0,32";"0,28";"0,02";"0,02";"0,06";"0,05";"0,00";"0,00";"0,07";"0,07";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Branca";"1,78";"1,75";"0,02";"0,01";"1,57";"1,56";"0,01";"-";"0,13";"0,12";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,04";"0,04";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Preta";"0,49";"0,48";"0,01";"0,01";"0,42";"0,41";"0,01";"-";"0,05";"0,04";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Amarela";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Parda";"1,20";"1,16";"0,03";"0,01";"1,00";"0,99";"0,01";"-";"0,13";"0,12";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Total";"2,20";"2,15";"0,03";"0,02";"1,91";"1,89";"0,02";"-";"0,19";"0,17";"0,01";"0,01";"0,03";"0,03";"0,00";"0,00";"0,04";"0,04";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Branca";"1,21";"1,19";"0,01";"0,01";"1,07";"1,07";"0,01";"-";"0,08";"0,07";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Preta";"0,28";"0,28";"0,01";"0,00";"0,24";"0,24";"0,00";"-";"0,03";"0,03";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Amarela";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Parda";"0,70";"0,68";"0,01";"0,01";"0,59";"0,58";"0,01";"-";"0,08";"0,07";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Total";"1,42";"1,39";"0,02";"0,01";"1,25";"1,24";"0,01";"-";"0,11";"0,10";"0,01";"0,01";"0,02";"0,02";"0,00";"0,00";"0,03";"0,03";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Branca";"0,82";"0,81";"0,01";"0,00";"0,74";"0,74";"0,00";"-";"0,05";"0,05";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Preta";"0,17";"0,17";"0,00";"0,00";"0,15";"0,14";"0,00";"-";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Amarela";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Parda";"0,42";"0,41";"0,01";"0,00";"0,36";"0,35";"0,00";"-";"0,04";"0,04";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"-";"0,00";"-"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Total";"0,79";"0,77";"0,01";"0,00";"0,70";"0,70";"0,01";"-";"0,06";"0,05";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Branca";"0,48";"0,48";"0,00";"0,00";"0,44";"0,44";"0,00";"-";"0,03";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Preta";"0,09";"0,09";"0,00";"0,00";"0,08";"0,08";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Amarela";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Parda";"0,21";"0,21";"0,00";"0,00";"0,18";"0,18";"0,00";"-";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Total";"0,35";"0,35";"0,00";"0,00";"0,32";"0,32";"0,00";"-";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Branca";"0,23";"0,22";"0,00";"0,00";"0,21";"0,21";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Preta";"0,04";"0,04";"0,00";"0,00";"0,03";"0,03";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Amarela";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Parda";"0,09";"0,09";"0,00";"0,00";"0,08";"0,07";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Total";"0,10";"0,09";"0,00";"0,00";"0,09";"0,09";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Branca";"0,06";"0,06";"0,00";"0,00";"0,06";"0,06";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Preta";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Amarela";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Parda";"0,02";"0,02";"0,00";"0,00";"0,02";"0,02";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Indígena";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"-";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Total";"0,02";"0,02";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Branca";"0,01";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Preta";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Amarela";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Parda";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Fonte: IBGE - Censo Demográfico"

"Notas"
"1 - Dados do Universo"
"2 - No Censo Demográfico 2022, definiu-se como indígena a pessoa residente em localidades indígenas que se declarou indígena pelo quesito de cor ou raça ou pelo quesito se considera indígena; ou a pessoa residente fora das localidades indígenas que se declarou indígena no quesito de cor ou raça. Por essa razão, o total de pessoas indígenas é superior ou igual ao total de pessoas de cor ou raça declarada indígena, nos diferentes recortes."
"3 - No Censo Demográfico 2022, foram consideradas localidades indígenas aquelas que compõem o conjunto das Terras Indígenas, dos agrupamentos indígenas e das demais áreas de conhecida ou potencial ocupação indígena. Para mais detalhes, consultar a documentação metodológica."
"4 - No Censo Demográfico 2022, foram consideradas as Terras Indígenas declaradas, homologadas, regularizadas ou encaminhadas como Reservas Indígenas até 31 de julho de 2022, data de referência da pesquisa, conforme os dados da Fundação Nacional dos Povos Indígenas – FUNAI. Para mais informações, consultar a documentação metodológica."
"5 - A categoria Total de cor ou raça inclui os ignorados omitidos na tabela."
""
