"Tabela 9397 - Moradores em domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário, segundo grupos de idade e cor ou raça"
"Variável - Moradores em domicílios particulares permanentes ocupados (Pessoas)"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de esgotamento sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"2022"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";;;;;;;;;;"Apenas banheiro de uso comum a mais de um domicílio";;;;;;;;;;"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";;;;;;;;;;"Não tinham banheiro nem sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Parda";"3,05";"2,54";"2,30";"0,23";"0,20";"0,10";"0,12";"0,08";"0,01";"0,00";"3,05";"2,54";"2,30";"0,23";"0,20";"0,10";"0,12";"0,08";"0,01";"-";"2,30";"1,90";"1,73";"0,17";"0,14";"0,08";"0,10";"0,07";"0,01";"-";"0,60";"0,51";"0,46";"0,05";"0,05";"0,02";"0,02";"0,01";"0,00";"-";"0,11";"0,10";"0,09";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,03";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"30 a 34 anos";"Indígena";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Total";"7,56";"6,39";"5,84";"0,54";"0,51";"0,22";"0,23";"0,19";"0,03";"0,00";"7,55";"6,38";"5,84";"0,54";"0,51";"0,22";"0,23";"0,19";"0,03";"-";"5,05";"4,21";"3,85";"0,36";"0,32";"0,17";"0,19";"0,15";"0,02";"-";"1,84";"1,59";"1,45";"0,14";"0,14";"0,04";"0,04";"0,04";"0,00";"-";"0,50";"0,44";"0,41";"0,03";"0,04";"0,01";"0,00";"0,01";"0,00";"-";"0,16";"0,14";"0,13";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Branca";"3,02";"2,60";"2,40";"0,20";"0,20";"0,07";"0,06";"0,07";"0,01";"0,00";"3,01";"2,60";"2,39";"0,20";"0,20";"0,07";"0,06";"0,07";"0,01";"-";"1,70";"1,43";"1,32";"0,12";"0,11";"0,05";"0,05";"0,05";"0,01";"-";"0,90";"0,79";"0,73";"0,06";"0,06";"0,02";"0,01";"0,01";"0,00";"-";"0,31";"0,28";"0,26";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,11";"0,09";"0,09";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Preta";"1,34";"1,13";"1,03";"0,10";"0,08";"0,04";"0,05";"0,04";"0,01";"0,00";"1,34";"1,13";"1,03";"0,10";"0,08";"0,04";"0,05";"0,04";"0,01";"-";"1,02";"0,85";"0,78";"0,07";"0,06";"0,03";"0,04";"0,03";"0,00";"-";"0,26";"0,22";"0,20";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,05";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Parda";"3,18";"2,65";"2,40";"0,24";"0,22";"0,10";"0,11";"0,08";"0,01";"0,00";"3,18";"2,64";"2,40";"0,24";"0,22";"0,10";"0,11";"0,08";"0,01";"-";"2,32";"1,92";"1,75";"0,17";"0,15";"0,08";"0,09";"0,07";"0,01";"-";"0,68";"0,57";"0,52";"0,06";"0,05";"0,02";"0,02";"0,01";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,04";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"35 a 39 anos";"Indígena";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Total";"8,06";"6,80";"6,21";"0,59";"0,56";"0,23";"0,24";"0,20";"0,03";"0,00";"8,05";"6,79";"6,20";"0,59";"0,56";"0,23";"0,24";"0,20";"0,03";"-";"5,19";"4,32";"3,94";"0,38";"0,33";"0,17";"0,19";"0,15";"0,02";"-";"2,07";"1,77";"1,61";"0,16";"0,16";"0,05";"0,04";"0,04";"0,01";"-";"0,59";"0,52";"0,48";"0,04";"0,05";"0,01";"0,01";"0,01";"0,00";"-";"0,21";"0,18";"0,16";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Branca";"3,27";"2,80";"2,58";"0,22";"0,23";"0,08";"0,07";"0,07";"0,01";"0,00";"3,26";"2,80";"2,58";"0,22";"0,23";"0,08";"0,07";"0,07";"0,01";"-";"1,76";"1,47";"1,35";"0,12";"0,11";"0,06";"0,05";"0,05";"0,01";"-";"1,00";"0,87";"0,80";"0,07";"0,07";"0,02";"0,01";"0,02";"0,00";"-";"0,37";"0,33";"0,31";"0,02";"0,03";"0,00";"0,00";"0,00";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Preta";"1,40";"1,17";"1,07";"0,10";"0,08";"0,04";"0,05";"0,04";"0,01";"0,00";"1,40";"1,17";"1,07";"0,10";"0,08";"0,04";"0,05";"0,04";"0,01";"-";"1,03";"0,86";"0,79";"0,07";"0,06";"0,03";"0,04";"0,03";"0,00";"-";"0,29";"0,25";"0,23";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,06";"0,05";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Parda";"3,37";"2,80";"2,54";"0,26";"0,24";"0,11";"0,12";"0,09";"0,01";"0,00";"3,37";"2,80";"2,54";"0,26";"0,24";"0,11";"0,12";"0,09";"0,01";"-";"2,39";"1,97";"1,80";"0,18";"0,16";"0,08";"0,10";"0,07";"0,01";"-";"0,77";"0,64";"0,58";"0,07";"0,07";"0,02";"0,02";"0,02";"0,00";"-";"0,16";"0,14";"0,13";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,05";"0,04";"0,04";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"40 a 44 anos";"Indígena";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"0,00";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Total";"6,91";"5,80";"5,28";"0,52";"0,49";"0,21";"0,21";"0,18";"0,02";"0,00";"6,90";"5,80";"5,28";"0,52";"0,49";"0,20";"0,21";"0,18";"0,02";"-";"4,38";"3,63";"3,31";"0,32";"0,28";"0,15";"0,17";"0,13";"0,02";"-";"1,80";"1,53";"1,39";"0,14";"0,14";"0,04";"0,04";"0,04";"0,01";"-";"0,53";"0,47";"0,43";"0,04";"0,04";"0,01";"0,01";"0,01";"0,00";"-";"0,20";"0,17";"0,15";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Branca";"2,83";"2,41";"2,22";"0,20";"0,20";"0,07";"0,06";"0,07";"0,01";"0,00";"2,82";"2,41";"2,22";"0,20";"0,20";"0,07";"0,06";"0,07";"0,01";"-";"1,50";"1,25";"1,14";"0,10";"0,10";"0,05";"0,05";"0,05";"0,00";"-";"0,86";"0,74";"0,68";"0,06";"0,07";"0,02";"0,01";"0,02";"0,00";"-";"0,33";"0,30";"0,28";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,13";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Preta";"1,18";"0,98";"0,89";"0,09";"0,07";"0,04";"0,05";"0,03";"0,00";"0,00";"1,18";"0,98";"0,89";"0,09";"0,07";"0,04";"0,05";"0,03";"0,00";"-";"0,86";"0,71";"0,65";"0,06";"0,05";"0,03";"0,04";"0,03";"0,00";"-";"0,26";"0,22";"0,20";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,05";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Parda";"2,89";"2,39";"2,16";"0,23";"0,21";"0,09";"0,10";"0,08";"0,01";"0,00";"2,89";"2,39";"2,16";"0,23";"0,21";"0,09";"0,10";"0,08";"0,01";"-";"2,02";"1,66";"1,51";"0,15";"0,13";"0,07";"0,08";"0,06";"0,01";"-";"0,67";"0,56";"0,50";"0,06";"0,06";"0,02";"0,02";"0,02";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,05";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"45 a 49 anos";"Indígena";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Total";"6,63";"5,55";"5,05";"0,50";"0,47";"0,20";"0,21";"0,18";"0,02";"0,00";"6,62";"5,55";"5,05";"0,50";"0,47";"0,20";"0,21";"0,18";"0,02";"-";"4,15";"3,43";"3,13";"0,30";"0,27";"0,15";"0,16";"0,13";"0,02";"-";"1,75";"1,49";"1,35";"0,14";"0,14";"0,04";"0,04";"0,04";"0,01";"-";"0,52";"0,46";"0,42";"0,04";"0,04";"0,01";"0,01";"0,01";"0,00";"-";"0,20";"0,17";"0,15";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Branca";"2,78";"2,36";"2,17";"0,19";"0,20";"0,07";"0,06";"0,07";"0,01";"0,00";"2,78";"2,36";"2,17";"0,19";"0,20";"0,07";"0,06";"0,07";"0,01";"-";"1,47";"1,22";"1,12";"0,10";"0,10";"0,05";"0,05";"0,05";"0,00";"-";"0,85";"0,73";"0,67";"0,06";"0,07";"0,02";"0,01";"0,02";"0,00";"-";"0,33";"0,30";"0,28";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Preta";"1,11";"0,92";"0,84";"0,08";"0,07";"0,03";"0,05";"0,03";"0,00";"0,00";"1,10";"0,92";"0,83";"0,08";"0,07";"0,03";"0,04";"0,03";"0,00";"-";"0,79";"0,65";"0,60";"0,06";"0,05";"0,03";"0,04";"0,03";"0,00";"-";"0,25";"0,21";"0,19";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,05";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Parda";"2,73";"2,25";"2,03";"0,22";"0,20";"0,09";"0,10";"0,08";"0,01";"0,00";"2,72";"2,25";"2,03";"0,22";"0,20";"0,09";"0,10";"0,07";"0,01";"-";"1,89";"1,55";"1,41";"0,15";"0,12";"0,07";"0,08";"0,06";"0,01";"-";"0,65";"0,54";"0,49";"0,06";"0,06";"0,02";"0,02";"0,02";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,04";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"50 a 54 anos";"Indígena";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Total";"6,30";"5,29";"4,83";"0,47";"0,45";"0,19";"0,19";"0,17";"0,02";"0,00";"6,30";"5,29";"4,82";"0,46";"0,45";"0,19";"0,19";"0,17";"0,02";"-";"3,84";"3,18";"2,90";"0,28";"0,25";"0,13";"0,14";"0,12";"0,01";"-";"1,72";"1,46";"1,33";"0,13";"0,14";"0,04";"0,04";"0,04";"0,00";"-";"0,53";"0,47";"0,44";"0,04";"0,04";"0,01";"0,01";"0,01";"0,00";"-";"0,20";"0,17";"0,16";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
