"Tabela 9397 - Moradores em domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário, segundo grupos de idade e cor ou raça"
"Variável - Moradores em domicílios particulares permanentes ocupados (Pessoas)"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de esgotamento sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"2022"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";;;;;;;;;;"Apenas banheiro de uso comum a mais de um domicílio";;;;;;;;;;"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";;;;;;;;;;"Não tinham banheiro nem sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Total";"557642";"476775";"438813";"37962";"36910";"14765";"13807";"13856";"1472";"57";"557183";"476549";"438603";"37946";"36880";"14714";"13764";"13830";"1446";"-";"315577";"266416";"244993";"21423";"18396";"10002";"10089";"9704";"970";"-";"163339";"140951";"129395";"11556";"11901";"3672";"3068";"3405";"342";"-";"57472";"51519";"48158";"3361";"4132";"719";"479";"544";"79";"-";"20795";"17663";"16057";"1606";"2451";"321";"128";"177";"55";"-";"248";"173";"162";"11";"14";"14";"27";"9";"11";"-";"154";"53";"48";"5";"16";"37";"16";"17";"15";"-";"57";"-";"-";"-";"-";"-";"-";"-";"-";"57"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Branca";"285104";"246781";"228804";"17977";"19525";"6691";"5039";"6450";"595";"23";"284968";"246715";"228739";"17976";"19520";"6676";"5028";"6441";"588";"-";"134993";"114422";"105672";"8750";"8292";"4193";"3509";"4233";"344";"-";"92307";"80579";"74675";"5904";"6723";"1844";"1235";"1767";"159";"-";"41702";"38022";"35870";"2152";"2666";"431";"216";"318";"49";"-";"15966";"13692";"12522";"1170";"1839";"208";"68";"123";"36";"-";"74";"52";"51";"1";"2";"6";"8";"3";"3";"-";"39";"14";"14";"-";"3";"9";"3";"6";"4";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"23"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Preta";"78829";"67038";"61443";"5595";"4549";"2091";"2696";"2188";"256";"11";"78721";"66981";"61394";"5587";"4544";"2080";"2681";"2184";"251";"-";"53829";"45490";"41839";"3651";"2856";"1587";"2031";"1662";"203";"-";"19476";"16810";"15331";"1479";"1233";"403";"550";"447";"33";"-";"4166";"3634";"3302";"332";"322";"65";"81";"57";"7";"-";"1250";"1047";"922";"125";"133";"25";"19";"18";"8";"-";"65";"46";"40";"6";"2";"4";"9";"2";"2";"-";"32";"11";"9";"2";"3";"7";"6";"2";"3";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"11"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Amarela";"1040";"928";"873";"55";"63";"27";"8";"12";"2";"-";"1039";"927";"872";"55";"63";"27";"8";"12";"2";"-";"360";"322";"294";"28";"19";"10";"4";"4";"1";"-";"380";"331";"312";"19";"24";"15";"1";"8";"1";"-";"209";"195";"191";"4";"9";"2";"3";"-";"-";"-";"90";"79";"75";"4";"11";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Parda";"191956";"161432";"147144";"14288";"12718";"5933";"6051";"5186";"613";"23";"191743";"161331";"147050";"14281";"12698";"5908";"6034";"5173";"599";"-";"125974";"105841";"96869";"8972";"7197";"4195";"4533";"3790";"418";"-";"50973";"43055";"38918";"4137";"3907";"1405";"1281";"1178";"147";"-";"11333";"9612";"8744";"868";"1130";"220";"179";"169";"23";"-";"3463";"2823";"2519";"304";"464";"88";"41";"36";"11";"-";"107";"73";"69";"4";"10";"4";"10";"4";"6";"-";"83";"28";"25";"3";"10";"21";"7";"9";"8";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"23"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Indígena";"689";"576";"529";"47";"53";"21";"13";"20";"6";"-";"688";"575";"528";"47";"53";"21";"13";"20";"6";"-";"404";"328";"306";"22";"30";"15";"12";"15";"4";"-";"198";"171";"154";"17";"14";"5";"1";"5";"2";"-";"61";"55";"50";"5";"5";"1";"-";"-";"-";"-";"25";"21";"18";"3";"4";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Total";"351656";"303949";"280975";"22974";"21588";"8544";"8052";"8642";"848";"33";"351398";"303805";"280843";"22962";"21575";"8522";"8032";"8630";"834";"-";"191567";"163099";"150332";"12767";"10556";"5629";"5846";"5888";"549";"-";"105982";"92401";"85332";"7069";"7104";"2229";"1856";"2180";"212";"-";"39743";"36211";"34082";"2129";"2396";"426";"241";"424";"45";"-";"14106";"12094";"11097";"997";"1519";"238";"89";"138";"28";"-";"143";"108";"104";"4";"8";"9";"7";"9";"2";"-";"82";"36";"28";"8";"5";"13";"13";"3";"12";"-";"33";"-";"-";"-";"-";"-";"-";"-";"-";"33"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Branca";"192968";"169012";"157568";"11444";"11986";"4125";"3166";"4286";"377";"16";"192882";"168960";"157522";"11438";"11985";"4121";"3158";"4284";"374";"-";"87788";"75175";"69651";"5524";"4983";"2516";"2201";"2705";"208";"-";"63596";"56130";"52354";"3776";"4183";"1176";"797";"1198";"112";"-";"30301";"27945";"26571";"1374";"1671";"262";"113";"279";"31";"-";"11197";"9710";"8946";"764";"1148";"167";"47";"102";"23";"-";"47";"40";"38";"2";"1";"2";"2";"2";"-";"-";"23";"12";"8";"4";"-";"2";"6";"-";"3";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"16"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Preta";"45571";"39064";"35871";"3193";"2472";"1161";"1450";"1277";"140";"7";"45506";"39022";"35831";"3191";"2468";"1158";"1448";"1272";"138";"-";"30899";"26356";"24257";"2099";"1537";"867";"1094";"936";"109";"-";"11574";"10024";"9154";"870";"692";"244";"306";"281";"27";"-";"2315";"2045";"1880";"165";"163";"32";"30";"43";"2";"-";"718";"597";"540";"57";"76";"15";"18";"12";"-";"-";"37";"31";"31";"-";"1";"-";"2";"2";"1";"-";"21";"11";"9";"2";"3";"3";"-";"3";"1";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"7"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Amarela";"697";"602";"572";"30";"54";"21";"6";"14";"-";"-";"697";"602";"572";"30";"54";"21";"6";"14";"-";"-";"211";"168";"159";"9";"22";"8";"4";"9";"-";"-";"258";"228";"212";"16";"17";"8";"-";"5";"-";"-";"163";"151";"147";"4";"7";"3";"2";"-";"-";"-";"65";"55";"54";"1";"8";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Parda";"111938";"94858";"86590";"8268";"7039";"3231";"3419";"3052";"329";"10";"111837";"94810";"86546";"8264";"7033";"3217";"3409";"3047";"321";"-";"72376";"61146";"56037";"5109";"3997";"2235";"2539";"2227";"232";"-";"30435";"25920";"23522";"2398";"2200";"799";"750";"694";"72";"-";"6924";"6031";"5448";"583";"554";"129";"96";"102";"12";"-";"2102";"1713";"1539";"174";"282";"54";"24";"24";"5";"-";"56";"37";"35";"2";"4";"6";"3";"5";"1";"-";"35";"11";"9";"2";"2";"8";"7";"-";"7";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Indígena";"465";"398";"360";"38";"35";"6";"11";"13";"2";"-";"459";"396";"358";"38";"33";"5";"11";"13";"1";"-";"278";"241";"216";"25";"15";"3";"8";"11";"-";"-";"117";"97";"88";"9";"12";"2";"3";"2";"1";"-";"40";"39";"36";"3";"1";"-";"-";"-";"-";"-";"24";"19";"18";"1";"5";"-";"-";"-";"-";"-";"3";"-";"-";"-";"2";"1";"-";"-";"-";"-";"3";"2";"2";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Total";"227188";"198774";"184482";"14292";"12733";"5289";"4608";"5306";"460";"18";"227066";"198706";"184417";"14289";"12728";"5273";"4599";"5304";"456";"-";"120580";"103740";"95966";"7774";"6189";"3441";"3352";"3549";"309";"-";"70284";"62228";"57676";"4552";"4180";"1360";"1029";"1382";"105";"-";"27070";"24846";"23536";"1310";"1421";"330";"163";"282";"28";"-";"9132";"7892";"7239";"653";"938";"142";"55";"91";"14";"-";"68";"50";"49";"1";"3";"10";"4";"-";"1";"-";"36";"18";"16";"2";"2";"6";"5";"2";"3";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"18"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Branca";"131669";"116793";"109404";"7389";"7374";"2670";"1879";"2716";"231";"6";"131635";"116771";"109383";"7388";"7374";"2668";"1877";"2715";"230";"-";"58936";"51086";"47624";"3462";"3115";"1580";"1311";"1708";"136";"-";"44239";"39630";"37074";"2556";"2569";"772";"456";"751";"61";"-";"21155";"19690";"18807";"883";"965";"207";"78";"193";"22";"-";"7305";"6365";"5878";"487";"725";"109";"32";"63";"11";"-";"14";"13";"13";"-";"-";"-";"1";"-";"-";"-";"14";"9";"8";"1";"-";"2";"1";"1";"1";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Preta";"27541";"23765";"21760";"2005";"1367";"706";"854";"771";"72";"6";"27510";"23750";"21746";"2004";"1366";"701";"853";"770";"70";"-";"18620";"15983";"14675";"1308";"855";"518";"637";"571";"56";"-";"6933";"6051";"5514";"537";"365";"152";"184";"169";"12";"-";"1492";"1318";"1199";"119";"102";"24";"27";"19";"2";"-";"465";"398";"358";"40";"44";"7";"5";"11";"-";"-";"15";"10";"10";"-";"-";"4";"1";"-";"-";"-";"10";"5";"4";"1";"1";"1";"-";"1";"2";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Amarela";"520";"459";"440";"19";"38";"11";"4";"7";"1";"-";"520";"459";"440";"19";"38";"11";"4";"7";"1";"-";"147";"128";"121";"7";"9";"3";"3";"4";"-";"-";"213";"189";"183";"6";"18";"3";"-";"2";"1";"-";"120";"110";"105";"5";"6";"4";"-";"-";"-";"-";"40";"32";"31";"1";"5";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Parda";"67148";"57493";"52641";"4852";"3931";"1893";"1864";"1806";"155";"6";"67092";"57462";"52611";"4851";"3928";"1884";"1858";"1806";"154";"-";"42704";"36397";"33413";"2984";"2197";"1335";"1397";"1261";"117";"-";"18809";"16281";"14840";"1441";"1222";"431";"386";"459";"30";"-";"4266";"3695";"3392";"303";"346";"93";"58";"70";"4";"-";"1313";"1089";"966";"123";"163";"25";"17";"16";"3";"-";"38";"27";"26";"1";"2";"6";"2";"-";"1";"-";"12";"4";"4";"-";"1";"3";"4";"-";"-";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"UF";"33";"Rio de Janeiro";"80 a 84 anos";"Indígena";"299";"254";"227";"27";"22";"9";"7";"6";"1";"-";"298";"254";"227";"27";"21";"9";"7";"6";"1";"-";"164";"138";"125";"13";"12";"5";"4";"5";"-";"-";"89";"76";"64";"12";"6";"2";"3";"1";"1";"-";"36";"32";"32";"-";"2";"2";"-";"-";"-";"-";"9";"8";"6";"2";"1";"-";"-";"-";"-";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Total";"126114";"111465";"104168";"7297";"6654";"2671";"2313";"2752";"249";"10";"126050";"111429";"104134";"7295";"6648";"2667";"2309";"2751";"246";"-";"62803";"54495";"50704";"3791";"2981";"1702";"1641";"1835";"149";"-";"40791";"36476";"34108";"2368";"2230";"733";"550";"727";"75";"-";"16850";"15558";"14818";"740";"905";"149";"86";"141";"11";"-";"5606";"4900";"4504";"396";"532";"83";"32";"48";"11";"-";"39";"29";"27";"2";"5";"1";"3";"-";"1";"-";"15";"7";"7";"-";"1";"3";"1";"1";"2";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"10"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Branca";"77180";"69118";"65197";"3921";"4033";"1388";"1020";"1496";"119";"6";"77163";"69112";"65191";"3921";"4032";"1386";"1020";"1495";"118";"-";"31989";"27986";"26275";"1711";"1532";"817";"676";"918";"60";"-";"27062";"24454";"23071";"1383";"1413";"419";"282";"447";"47";"-";"13592";"12702";"12177";"525";"658";"88";"43";"97";"4";"-";"4520";"3970";"3668";"302";"429";"62";"19";"33";"7";"-";"4";"3";"3";"-";"1";"-";"-";"-";"-";"-";"7";"3";"3";"-";"-";"2";"-";"1";"1";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"6"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Preta";"14377";"12544";"11562";"982";"646";"362";"405";"366";"52";"2";"14357";"12532";"11550";"982";"644";"362";"402";"366";"51";"-";"9563";"8277";"7653";"624";"395";"260";"317";"277";"37";"-";"3696";"3282";"3005";"277";"179";"82";"71";"73";"9";"-";"810";"718";"663";"55";"50";"13";"13";"12";"4";"-";"288";"255";"229";"26";"20";"7";"1";"4";"1";"-";"15";"10";"10";"-";"2";"-";"2";"-";"1";"-";"3";"2";"2";"-";"-";"-";"1";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Amarela";"283";"238";"228";"10";"24";"5";"6";"8";"2";"-";"283";"238";"228";"10";"24";"5";"6";"8";"2";"-";"82";"68";"62";"6";"4";"2";"3";"5";"-";"-";"100";"83";"83";"-";"10";"2";"1";"3";"1";"-";"68";"62";"60";"2";"5";"-";"1";"-";"-";"-";"33";"25";"23";"2";"5";"1";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Parda";"34111";"29424";"27051";"2373";"1941";"912";"879";"878";"75";"2";"34085";"29406";"27035";"2371";"1938";"910";"878";"878";"75";"-";"21079";"18089";"16647";"1442";"1043";"621";"642";"632";"52";"-";"9884";"8611";"7906";"705";"627";"229";"196";"203";"18";"-";"2363";"2060";"1902";"158";"192";"47";"29";"32";"3";"-";"759";"646";"580";"66";"76";"13";"11";"11";"2";"-";"20";"16";"14";"2";"2";"1";"1";"-";"-";"-";"4";"2";"2";"-";"1";"1";"-";"-";"-";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"2"
"UF";"33";"Rio de Janeiro";"85 a 89 anos";"Indígena";"158";"136";"125";"11";"10";"4";"3";"4";"1";"-";"157";"136";"125";"11";"10";"4";"3";"4";"-";"-";"89";"74";"66";"8";"7";"2";"3";"3";"-";"-";"46";"43";"40";"3";"1";"1";"-";"1";"-";"-";"16";"15";"15";"-";"-";"1";"-";"-";"-";"-";"6";"4";"4";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Total";"56436";"50436";"47455";"2981";"2820";"1038";"891";"1127";"120";"4";"56412";"50425";"47444";"2981";"2818";"1033";"890";"1127";"119";"-";"25759";"22532";"21048";"1484";"1167";"651";"610";"734";"65";"-";"18985";"17176";"16237";"939";"957";"285";"226";"301";"40";"-";"8773";"8159";"7794";"365";"437";"63";"38";"67";"9";"-";"2895";"2558";"2365";"193";"257";"34";"16";"25";"5";"-";"9";"6";"6";"-";"2";"1";"-";"-";"-";"-";"11";"5";"5";"-";"-";"4";"1";"-";"1";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"4"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Branca";"36105";"32723";"31073";"1650";"1760";"557";"396";"614";"52";"3";"36098";"32721";"31071";"1650";"1760";"556";"395";"614";"52";"-";"13495";"11908";"11214";"694";"623";"320";"251";"368";"25";"-";"13012";"11926";"11374";"552";"600";"172";"115";"181";"18";"-";"7214";"6772";"6519";"253";"332";"40";"18";"45";"7";"-";"2377";"2115";"1964";"151";"205";"24";"11";"20";"2";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"3";"1";"1";"-";"-";"1";"1";"-";"-";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"3"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Preta";"6104";"5347";"4950";"397";"281";"130";"162";"164";"20";"-";"6100";"5347";"4950";"397";"280";"128";"162";"164";"19";"-";"3826";"3324";"3085";"239";"160";"94";"122";"113";"13";"-";"1714";"1523";"1404";"119";"87";"28";"31";"40";"5";"-";"413";"370";"346";"24";"21";"6";"8";"8";"-";"-";"147";"130";"115";"15";"12";"-";"1";"3";"1";"-";"1";"-";"-";"-";"1";"-";"-";"-";"-";"-";"3";"-";"-";"-";"-";"2";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Amarela";"112";"92";"86";"6";"11";"4";"2";"2";"1";"-";"112";"92";"86";"6";"11";"4";"2";"2";"1";"-";"23";"15";"14";"1";"2";"3";"1";"2";"-";"-";"45";"40";"38";"2";"4";"1";"-";"-";"-";"-";"30";"27";"25";"2";"3";"-";"-";"-";"-";"-";"14";"10";"9";"1";"2";"-";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Parda";"14024";"12201";"11280";"921";"760";"343";"328";"345";"47";"-";"14014";"12192";"11271";"921";"760";"342";"328";"345";"47";"-";"8372";"7250";"6704";"546";"381";"231";"234";"249";"27";"-";"4186";"3662";"3398";"264";"264";"84";"79";"80";"17";"-";"1100";"978";"892";"86";"77";"17";"12";"14";"2";"-";"356";"302";"277";"25";"38";"10";"3";"2";"1";"-";"5";"5";"5";"-";"-";"-";"-";"-";"-";"-";"5";"4";"4";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"90 a 94 anos";"Indígena";"90";"72";"65";"7";"8";"4";"3";"2";"-";"1";"87";"72";"65";"7";"7";"3";"3";"2";"-";"-";"43";"35";"31";"4";"1";"3";"2";"2";"-";"-";"27";"24";"22";"2";"2";"-";"1";"-";"-";"-";"16";"12";"12";"-";"4";"-";"-";"-";"-";"-";"1";"1";"-";"1";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Total";"15200";"13612";"12760";"852";"762";"285";"258";"254";"28";"1";"15192";"13609";"12757";"852";"762";"283";"257";"254";"27";"-";"6584";"5769";"5355";"414";"307";"172";"170";"155";"11";"-";"5183";"4713";"4439";"274";"241";"76";"69";"74";"10";"-";"2604";"2418";"2311";"107";"128";"20";"17";"18";"3";"-";"821";"709";"652";"57";"86";"15";"1";"7";"3";"-";"4";"2";"2";"-";"-";"1";"1";"-";"-";"-";"3";"1";"1";"-";"-";"1";"-";"-";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Branca";"9896";"8997";"8508";"489";"486";"147";"104";"144";"18";"-";"9894";"8995";"8506";"489";"486";"147";"104";"144";"18";"-";"3430";"3040";"2848";"192";"165";"79";"57";"83";"6";"-";"3590";"3304";"3151";"153";"152";"42";"41";"45";"6";"-";"2195";"2065";"1971";"94";"97";"14";"6";"10";"3";"-";"679";"586";"536";"50";"72";"12";"-";"6";"3";"-";"2";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Preta";"1733";"1530";"1417";"113";"82";"26";"51";"40";"3";"1";"1730";"1529";"1416";"113";"82";"26";"50";"40";"3";"-";"1086";"955";"881";"74";"49";"16";"39";"25";"2";"-";"485";"438";"405";"33";"18";"8";"7";"13";"1";"-";"117";"100";"95";"5";"10";"1";"4";"2";"-";"-";"42";"36";"35";"1";"5";"1";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"1";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"1"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Amarela";"19";"16";"12";"4";"1";"1";"-";"1";"-";"-";"19";"16";"12";"4";"1";"1";"-";"1";"-";"-";"5";"5";"4";"1";"-";"-";"-";"-";"-";"-";"9";"6";"4";"2";"1";"1";"-";"1";"-";"-";"4";"4";"3";"1";"-";"-";"-";"-";"-";"-";"1";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Parda";"3532";"3058";"2812";"246";"190";"106";"102";"69";"7";"-";"3529";"3058";"2812";"246";"190";"104";"102";"69";"6";"-";"2049";"1763";"1616";"147";"91";"72";"73";"47";"3";"-";"1095";"961";"875";"86";"70";"25";"21";"15";"3";"-";"286";"248";"241";"7";"20";"5";"7";"6";"-";"-";"99";"86";"80";"6";"9";"2";"1";"1";"-";"-";"1";"-";"-";"-";"-";"1";"-";"-";"-";"-";"2";"-";"-";"-";"-";"1";"-";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"95 a 99 anos";"Indígena";"19";"10";"10";"-";"3";"5";"1";"-";"-";"-";"19";"10";"10";"-";"3";"5";"1";"-";"-";"-";"13";"5";"5";"-";"2";"5";"1";"-";"-";"-";"4";"4";"4";"-";"-";"-";"-";"-";"-";"-";"2";"1";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"100 anos ou mais";"Total";"2574";"2278";"2143";"135";"129";"67";"44";"52";"4";"-";"2571";"2278";"2143";"135";"127";"66";"44";"52";"4";"-";"1066";"909";"847";"62";"46";"38";"34";"36";"3";"-";"894";"800";"751";"49";"48";"25";"8";"12";"1";"-";"466";"439";"420";"19";"19";"3";"2";"3";"-";"-";"145";"130";"125";"5";"14";"-";"-";"1";"-";"-";"3";"-";"-";"-";"2";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
