ano,id_municipio,nome_municipio,pib_total_mil_reais,populacao_estimada,pib_per_capita
2002,3300100,Angra dos Reis - RJ,2296837,126333,18180.82
2003,3300100,Angra dos Reis - RJ,2223041,129621,17150.32
2004,3300100,Angra dos Reis - RJ,3229372,136525,23654.07
2005,3300100,Angra dos Reis - RJ,3603919,140345,25679.00
2006,3300100,Angra dos Reis - RJ,4008492,144137,27810.29
2008,3300100,Angra dos Reis - RJ,5499406,164191,33493.96
2009,3300100,Angra dos Reis - RJ,5794724,168664,34356.61
2011,3300100,Angra dos Reis - RJ,6786692,173370,39145.71
2012,3300100,Angra dos Reis - RJ,6722197,177101,37956.86
2013,3300100,Angra dos Reis - RJ,6378172,181486,35144.15
2014,3300100,Angra dos Reis - RJ,7756628,184940,41941.32
2015,3300100,Angra dos Reis - RJ,7600989,188276,40371.52
2016,3300100,Angra dos Reis - RJ,9294025,191504,48531.75
2017,3300100,Angra dos Reis - RJ,10106295,194619,51928.61
2018,3300100,Angra dos Reis - RJ,8942168,200407,44620.04
2019,3300100,Angra dos Reis - RJ,9828660,203785,48230.54
2020,3300100,Angra dos Reis - RJ,10397760,207044,50220.05
2021,3300100,Angra dos Reis - RJ,11194157,210171,53262.14
2002,3300159,Aperibé - RJ,59466,8377,7098.72
2003,3300159,Aperibé - RJ,66750,8544,7812.50
2004,3300159,Aperibé - RJ,46443,8893,5222.42
2005,3300159,Aperibé - RJ,49246,9087,5419.39
2006,3300159,Aperibé - RJ,52936,9279,5704.93
2008,3300159,Aperibé - RJ,71203,9420,7558.70
2009,3300159,Aperibé - RJ,80440,9556,8417.75
2011,3300159,Aperibé - RJ,106596,10382,10267.39
2012,3300159,Aperibé - RJ,113862,10545,10797.72
2013,3300159,Aperibé - RJ,134907,10736,12565.85
2014,3300159,Aperibé - RJ,142621,10882,13106.14
2015,3300159,Aperibé - RJ,156723,11023,14217.82
2016,3300159,Aperibé - RJ,167714,11160,15028.14
2017,3300159,Aperibé - RJ,171697,11292,15205.19
2018,3300159,Aperibé - RJ,181569,11612,15636.32
2019,3300159,Aperibé - RJ,208718,11759,17749.64
2020,3300159,Aperibé - RJ,223026,11901,18740.11
2021,3300159,Aperibé - RJ,249119,12036,20697.82
2002,3300209,Araruama - RJ,544748,87806,6204.00
2003,3300209,Araruama - RJ,564494,90128,6263.25
2004,3300209,Araruama - RJ,636247,95003,6697.13
2005,3300209,Araruama - RJ,694029,97701,7103.60
2006,3300209,Araruama - RJ,799175,100378,7961.65
2008,3300209,Araruama - RJ,1021863,107285,9524.75
2009,3300209,Araruama - RJ,1187873,109705,10827.88
2011,3300209,Araruama - RJ,1547325,114250,13543.33
2012,3300209,Araruama - RJ,1815499,116418,15594.66
2013,3300209,Araruama - RJ,2065779,118964,17364.74
2014,3300209,Araruama - RJ,2063934,120948,17064.64
2015,3300209,Araruama - RJ,2251793,122865,18327.38
2016,3300209,Araruama - RJ,2476384,124940,19820.59
2017,3300209,Araruama - RJ,2515123,126742,19844.43
2018,3300209,Araruama - RJ,2676428,130439,20518.62
2019,3300209,Araruama - RJ,3686098,132400,27840.62
2020,3300209,Araruama - RJ,3529276,134293,26280.42
2021,3300209,Araruama - RJ,4234217,136109,31109.02
2002,3300225,Areal - RJ,90322,10254,8808.46
2003,3300225,Areal - RJ,101438,10419,9735.87
2004,3300225,Areal - RJ,120860,10765,11227.12
2005,3300225,Areal - RJ,118120,10957,10780.32
2006,3300225,Areal - RJ,137174,11147,12305.91
2008,3300225,Areal - RJ,167543,11797,14202.17
2009,3300225,Areal - RJ,267172,11982,22297.78
2011,3300225,Areal - RJ,338024,11540,29291.51
2012,3300225,Areal - RJ,356314,11654,30574.40
2013,3300225,Areal - RJ,238990,11785,20279.17
2014,3300225,Areal - RJ,271557,11879,22860.26
2015,3300225,Areal - RJ,294171,11970,24575.69
2016,3300225,Areal - RJ,315905,12058,26198.79
2017,3300225,Areal - RJ,325726,12143,26824.18
2018,3300225,Areal - RJ,315392,12471,25290.03
2019,3300225,Areal - RJ,354392,12572,28188.99
2020,3300225,Areal - RJ,389827,12669,30770.15
2021,3300225,Areal - RJ,427436,12763,33490.25
2002,3300233,Armação dos Búzios - RJ,763414,19818,38521.24
2003,3300233,Armação dos Búzios - RJ,929450,20567,45191.33
2004,3300233,Armação dos Búzios - RJ,1108006,22140,50045.44
2005,3300233,Armação dos Búzios - RJ,1550863,23011,67396.59
2006,3300233,Armação dos Búzios - RJ,1798812,23874,75346.07
2008,3300233,Armação dos Búzios - RJ,2260322,27701,81597.13
2009,3300233,Armação dos Búzios - RJ,1525776,28653,53250.13
2011,3300233,Armação dos Búzios - RJ,2439888,28279,86279.15
2012,3300233,Armação dos Búzios - RJ,3284323,28973,113358.06
2013,3300233,Armação dos Búzios - RJ,3434438,29790,115288.28
2014,3300233,Armação dos Búzios - RJ,3983707,30439,130875.09
2015,3300233,Armação dos Búzios - RJ,2282739,31067,73477.93
2016,3300233,Armação dos Búzios - RJ,1472824,31674,46499.46
2017,3300233,Armação dos Búzios - RJ,1713499,32260,53115.28
2018,3300233,Armação dos Búzios - RJ,2361779,33240,71052.32
2019,3300233,Armação dos Búzios - RJ,2628093,33870,77593.53
2020,3300233,Armação dos Búzios - RJ,2053833,34477,59571.11
2021,3300233,Armação dos Búzios - RJ,2970297,35060,84720.39
2002,3300258,Arraial do Cabo - RJ,260272,24721,10528.38
2003,3300258,Arraial do Cabo - RJ,259153,25113,10319.48
2004,3300258,Arraial do Cabo - RJ,260338,25935,10038.10
2005,3300258,Arraial do Cabo - RJ,667017,26390,25275.37
2006,3300258,Arraial do Cabo - RJ,568086,26842,21164.07
2008,3300258,Arraial do Cabo - RJ,376503,26636,14135.12
2009,3300258,Arraial do Cabo - RJ,337991,26896,12566.59
2011,3300258,Arraial do Cabo - RJ,532429,28010,19008.53
2012,3300258,Arraial do Cabo - RJ,1359114,28295,48033.72
2013,3300258,Arraial do Cabo - RJ,1126464,28627,39349.70
2014,3300258,Arraial do Cabo - RJ,1130032,28866,39147.51
2015,3300258,Arraial do Cabo - RJ,801489,29097,27545.42
2016,3300258,Arraial do Cabo - RJ,664032,29077,22837.02
2017,3300258,Arraial do Cabo - RJ,724388,29304,24719.77
2018,3300258,Arraial do Cabo - RJ,1291857,30096,42924.54
2019,3300258,Arraial do Cabo - RJ,2557039,30349,84254.47
2020,3300258,Arraial do Cabo - RJ,1828909,30593,59781.94
2021,3300258,Arraial do Cabo - RJ,2705450,30827,87762.35
2002,3300308,Barra do Piraí - RJ,662215,90461,7320.45
2003,3300308,Barra do Piraí - RJ,725672,91369,7942.21
2004,3300308,Barra do Piraí - RJ,850369,93277,9116.60
2005,3300308,Barra do Piraí - RJ,808508,94332,8570.88
2006,3300308,Barra do Piraí - RJ,887018,95380,9299.83
2008,3300308,Barra do Piraí - RJ,1146395,102487,11185.76
2009,3300308,Barra do Piraí - RJ,1204623,103833,11601.54
2011,3300308,Barra do Piraí - RJ,1475764,95260,15491.96
2012,3300308,Barra do Piraí - RJ,1665111,95726,17394.55
2013,3300308,Barra do Piraí - RJ,1711023,96261,17774.83
2014,3300308,Barra do Piraí - RJ,1897185,96568,19646.10
2015,3300308,Barra do Piraí - RJ,1951268,96865,20144.20
2016,3300308,Barra do Piraí - RJ,1984592,97152,20427.70
2017,3300308,Barra do Piraí - RJ,2014883,97460,20673.95
2018,3300308,Barra do Piraí - RJ,2061848,99969,20624.87
2019,3300308,Barra do Piraí - RJ,2115455,100374,21075.73
2020,3300308,Barra do Piraí - RJ,2466252,100764,24475.53
2021,3300308,Barra do Piraí - RJ,2713890,101139,26833.27
2002,3300407,Barra Mansa - RJ,1579489,172290,9167.62
2003,3300407,Barra Mansa - RJ,1877325,173003,10851.40
2004,3300407,Barra Mansa - RJ,2162544,174500,12392.80
2005,3300407,Barra Mansa - RJ,2193098,175328,12508.54
2006,3300407,Barra Mansa - RJ,2261142,176151,12836.38
2008,3300407,Barra Mansa - RJ,2537239,176469,14377.82
2009,3300407,Barra Mansa - RJ,2923774,176899,16527.93
2011,3300407,Barra Mansa - RJ,3584697,178355,20098.66
2012,3300407,Barra Mansa - RJ,4060601,178880,22700.14
2013,3300407,Barra Mansa - RJ,5040095,179472,28082.90
2014,3300407,Barra Mansa - RJ,5397423,179697,30036.24
2015,3300407,Barra Mansa - RJ,4962639,179915,27583.24
2016,3300407,Barra Mansa - RJ,4792723,180126,26607.61
2017,3300407,Barra Mansa - RJ,4884834,179451,27220.99
2018,3300407,Barra Mansa - RJ,5565508,183976,30251.27
2019,3300407,Barra Mansa - RJ,5486252,184412,29749.97
2020,3300407,Barra Mansa - RJ,5906391,184833,31955.28
2021,3300407,Barra Mansa - RJ,6449270,185237,34816.32
2002,3300456,Belford Roxo - RJ,1952238,449997,4338.34
2003,3300456,Belford Roxo - RJ,2238333,457201,4895.73
2004,3300456,Belford Roxo - RJ,2631704,472325,5571.81
2005,3300456,Belford Roxo - RJ,2436501,480695,5068.70
2006,3300456,Belford Roxo - RJ,2720963,489002,5564.32
2008,3300456,Belford Roxo - RJ,3466645,495694,6993.52
2009,3300456,Belford Roxo - RJ,3901711,501544,7779.40
2011,3300456,Belford Roxo - RJ,5077594,472008,10757.43
2012,3300456,Belford Roxo - RJ,5229925,474596,11019.74
2013,3300456,Belford Roxo - RJ,6288604,477583,13167.56
2014,3300456,Belford Roxo - RJ,6592296,479386,13751.54
2015,3300456,Belford Roxo - RJ,7386583,481127,15352.67
2016,3300456,Belford Roxo - RJ,7941397,494141,16071.12
2017,3300456,Belford Roxo - RJ,8189053,495783,16517.41
2018,3300456,Belford Roxo - RJ,7956748,508614,15643.98
2019,3300456,Belford Roxo - RJ,8061960,510906,15779.73
2020,3300456,Belford Roxo - RJ,8763446,513118,17078.81
2021,3300456,Belford Roxo - RJ,8839736,515239,17156.57
2002,3300506,Bom Jardim - RJ,148873,23076,6451.42
2003,3300506,Bom Jardim - RJ,164537,23274,7069.56
2004,3300506,Bom Jardim - RJ,176174,23688,7437.27
2005,3300506,Bom Jardim - RJ,153975,23917,6437.89
2006,3300506,Bom Jardim - RJ,179335,24145,7427.42
2008,3300506,Bom Jardim - RJ,344986,26207,13163.89
2009,3300506,Bom Jardim - RJ,356826,26549,13440.28
2011,3300506,Bom Jardim - RJ,458893,25539,17968.32
2012,3300506,Bom Jardim - RJ,520423,25738,20220.02
2013,3300506,Bom Jardim - RJ,585220,25969,22535.33
2014,3300506,Bom Jardim - RJ,656729,26126,25136.99
2015,3300506,Bom Jardim - RJ,678454,26278,25818.33
2016,3300506,Bom Jardim - RJ,678485,26424,25676.85
2017,3300506,Bom Jardim - RJ,654387,26566,24632.50
2018,3300506,Bom Jardim - RJ,676541,27269,24809.89
2019,3300506,Bom Jardim - RJ,697899,27446,25428.08
2020,3300506,Bom Jardim - RJ,867982,27616,31430.40
2021,3300506,Bom Jardim - RJ,887295,27779,31941.21
2002,3300605,Bom Jesus do Itabapoana - RJ,219186,34451,6362.25
2003,3300605,Bom Jesus do Itabapoana - RJ,249236,34820,7157.84
2004,3300605,Bom Jesus do Itabapoana - RJ,271969,35595,7640.65
2005,3300605,Bom Jesus do Itabapoana - RJ,263784,36024,7322.45
2006,3300605,Bom Jesus do Itabapoana - RJ,305603,36450,8384.17
2008,3300605,Bom Jesus do Itabapoana - RJ,402226,35178,11434.02
2009,3300605,Bom Jesus do Itabapoana - RJ,406667,35303,11519.33
2011,3300605,Bom Jesus do Itabapoana - RJ,458291,35546,12892.90
2012,3300605,Bom Jesus do Itabapoana - RJ,503725,35677,14119.04
2013,3300605,Bom Jesus do Itabapoana - RJ,578889,35825,16158.80
2014,3300605,Bom Jesus do Itabapoana - RJ,606058,35896,16883.72
2015,3300605,Bom Jesus do Itabapoana - RJ,668437,35964,18586.28
2016,3300605,Bom Jesus do Itabapoana - RJ,710393,36031,19716.16
2017,3300605,Bom Jesus do Itabapoana - RJ,728093,36068,20186.68
2018,3300605,Bom Jesus do Itabapoana - RJ,761618,36985,20592.62
2019,3300605,Bom Jesus do Itabapoana - RJ,729617,37096,19668.35
2020,3300605,Bom Jesus do Itabapoana - RJ,869846,37203,23381.07
2021,3300605,Bom Jesus do Itabapoana - RJ,908156,37306,24343.43
2002,3300704,Cabo Frio - RJ,2598632,137863,18849.38
2003,3300704,Cabo Frio - RJ,3194585,142984,22342.26
2004,3300704,Cabo Frio - RJ,4169573,153735,27121.82
2005,3300704,Cabo Frio - RJ,7322076,159685,45853.25
2006,3300704,Cabo Frio - RJ,9841366,165591,59431.77
2008,3300704,Cabo Frio - RJ,10957615,180635,60661.64
2009,3300704,Cabo Frio - RJ,7453860,186004,40073.65
2011,3300704,Cabo Frio - RJ,12612721,190787,66108.91
2012,3300704,Cabo Frio - RJ,16764657,195197,85885.83
2013,3300704,Cabo Frio - RJ,16866050,200380,84170.33
2014,3300704,Cabo Frio - RJ,17208139,204486,84153.14
2015,3300704,Cabo Frio - RJ,10639148,208451,51039.08
2016,3300704,Cabo Frio - RJ,7207340,212289,33950.61
2017,3300704,Cabo Frio - RJ,8600620,216030,39812.16
2018,3300704,Cabo Frio - RJ,10972209,222528,49307.09
2019,3300704,Cabo Frio - RJ,11521218,226525,50860.69
2020,3300704,Cabo Frio - RJ,9328185,230378,40490.78
2021,3300704,Cabo Frio - RJ,12359509,234077,52801.04
2002,3300803,Cachoeiras de Macacu - RJ,339833,50297,6756.53
2003,3300803,Cachoeiras de Macacu - RJ,439041,51111,8589.95
2004,3300803,Cachoeiras de Macacu - RJ,577088,52819,10925.77
2005,3300803,Cachoeiras de Macacu - RJ,491294,53765,9137.80
2006,3300803,Cachoeiras de Macacu - RJ,544248,54703,9949.14
2008,3300803,Cachoeiras de Macacu - RJ,770555,56529,13631.15
2009,3300803,Cachoeiras de Macacu - RJ,836510,57300,14598.78
2011,3300803,Cachoeiras de Macacu - RJ,890326,54713,16272.66
2012,3300803,Cachoeiras de Macacu - RJ,1018190,55139,18465.88
2013,3300803,Cachoeiras de Macacu - RJ,988948,55632,17776.60
2014,3300803,Cachoeiras de Macacu - RJ,958313,55967,17122.82
2015,3300803,Cachoeiras de Macacu - RJ,990738,56290,17600.60
2016,3300803,Cachoeiras de Macacu - RJ,1042235,56603,18413.07
2017,3300803,Cachoeiras de Macacu - RJ,966055,57048,16934.07
2018,3300803,Cachoeiras de Macacu - RJ,1033179,58560,17643.08
2019,3300803,Cachoeiras de Macacu - RJ,1108135,58937,18802.03
2020,3300803,Cachoeiras de Macacu - RJ,1214996,59303,20487.93
2021,3300803,Cachoeiras de Macacu - RJ,1305498,59652,21885.23
2002,3300902,Cambuci - RJ,83160,14593,5698.62
2003,3300902,Cambuci - RJ,80171,14557,5507.38
2004,3300902,Cambuci - RJ,98136,14481,6776.88
2005,3300902,Cambuci - RJ,100379,14439,6951.94
2006,3300902,Cambuci - RJ,109438,14398,7600.92
2008,3300902,Cambuci - RJ,170770,14772,11560.38
2009,3300902,Cambuci - RJ,160031,14770,10834.87
2011,3300902,Cambuci - RJ,211934,14840,14281.27
2012,3300902,Cambuci - RJ,223487,14851,15048.62
2013,3300902,Cambuci - RJ,250201,14862,16834.95
2014,3300902,Cambuci - RJ,283111,14849,19066.00
2015,3300902,Cambuci - RJ,285792,14836,19263.41
2016,3300902,Cambuci - RJ,333998,14824,22530.90
2017,3300902,Cambuci - RJ,317613,15124,21000.60
2018,3300902,Cambuci - RJ,336837,15496,21737.03
2019,3300902,Cambuci - RJ,353667,15505,22809.87
2020,3300902,Cambuci - RJ,404958,15514,26102.75
2021,3300902,Cambuci - RJ,399847,15521,25761.68
2002,3300936,Carapebus - RJ,340276,9365,36334.86
2003,3300936,Carapebus - RJ,380983,9554,39876.81
2004,3300936,Carapebus - RJ,464020,9951,46630.49
2005,3300936,Carapebus - RJ,560746,10170,55137.27
2006,3300936,Carapebus - RJ,621032,10389,59777.84
2008,3300936,Carapebus - RJ,683640,11671,58575.96
2009,3300936,Carapebus - RJ,438878,11939,36760.03
2011,3300936,Carapebus - RJ,812085,13697,59289.26
2012,3300936,Carapebus - RJ,897404,14024,63990.59
2013,3300936,Carapebus - RJ,855317,14408,59364.03
2014,3300936,Carapebus - RJ,911496,14713,61951.74
2015,3300936,Carapebus - RJ,536423,15008,35742.47
2016,3300936,Carapebus - RJ,302994,15293,19812.59
2017,3300936,Carapebus - RJ,368299,15568,23657.44
2018,3300936,Carapebus - RJ,521794,16039,32532.83
2019,3300936,Carapebus - RJ,453285,16301,27807.19
2020,3300936,Carapebus - RJ,439157,16586,26477.57
2021,3300936,Carapebus - RJ,726756,16859,43107.89
2002,3300951,Comendador Levy Gasparian - RJ,88592,8102,10934.58
2003,3300951,Comendador Levy Gasparian - RJ,103556,8185,12651.92
2004,3300951,Comendador Levy Gasparian - RJ,132480,8359,15848.79
2005,3300951,Comendador Levy Gasparian - RJ,189526,8455,22415.85
2006,3300951,Comendador Levy Gasparian - RJ,253387,8551,29632.44
2008,3300951,Comendador Levy Gasparian - RJ,214485,8760,24484.59
2009,3300951,Comendador Levy Gasparian - RJ,239701,8839,27118.57
2011,3300951,Comendador Levy Gasparian - RJ,183152,8200,22335.61
2012,3300951,Comendador Levy Gasparian - RJ,195370,8219,23770.53
2013,3300951,Comendador Levy Gasparian - RJ,221394,8240,26868.20
2014,3300951,Comendador Levy Gasparian - RJ,254202,8245,30831.05
2015,3300951,Comendador Levy Gasparian - RJ,333015,8250,40365.45
2016,3300951,Comendador Levy Gasparian - RJ,349233,8255,42305.63
2017,3300951,Comendador Levy Gasparian - RJ,361375,8336,43351.13
2018,3300951,Comendador Levy Gasparian - RJ,390892,8544,45750.47
2019,3300951,Comendador Levy Gasparian - RJ,424146,8561,49543.98
2020,3300951,Comendador Levy Gasparian - RJ,487477,8576,56842.00
2021,3300951,Comendador Levy Gasparian - RJ,603969,8590,70310.71
2002,3301009,Campos dos Goytacazes - RJ,12507069,413445,30250.87
2003,3301009,Campos dos Goytacazes - RJ,15297742,416441,36734.48
2004,3301009,Campos dos Goytacazes - RJ,17866505,422731,42264.48
2005,3301009,Campos dos Goytacazes - RJ,26915575,426212,63150.67
2006,3301009,Campos dos Goytacazes - RJ,34268502,429667,79755.96
2008,3301009,Campos dos Goytacazes - RJ,44887730,431839,103945.52
2009,3301009,Campos dos Goytacazes - RJ,31548704,434008,72691.53
2011,3301009,Campos dos Goytacazes - RJ,51026659,468087,109011.06
2012,3301009,Campos dos Goytacazes - RJ,59530941,472300,126044.76
2013,3301009,Campos dos Goytacazes - RJ,58372358,477208,122320.58
2014,3301009,Campos dos Goytacazes - RJ,58004933,480648,120680.69
2015,3301009,Campos dos Goytacazes - RJ,34158330,483970,70579.44
2016,3301009,Campos dos Goytacazes - RJ,17274332,487186,35457.37
2017,3301009,Campos dos Goytacazes - RJ,21110490,490288,43057.33
2018,3301009,Campos dos Goytacazes - RJ,32338283,503424,64236.67
2019,3301009,Campos dos Goytacazes - RJ,29136988,507548,57407.35
2020,3301009,Campos dos Goytacazes - RJ,23852870,511168,46663.46
2021,3301009,Campos dos Goytacazes - RJ,37179716,514643,72243.70
2002,3301108,Cantagalo - RJ,322458,20131,16017.98
2003,3301108,Cantagalo - RJ,343662,20269,16955.05
2004,3301108,Cantagalo - RJ,409020,20557,19896.87
2005,3301108,Cantagalo - RJ,333976,20717,16120.87
2006,3301108,Cantagalo - RJ,340287,20876,16300.39
2008,3301108,Cantagalo - RJ,628855,20491,30689.33
2009,3301108,Cantagalo - RJ,740717,20540,36062.17
2011,3301108,Cantagalo - RJ,676837,19830,34131.97
2012,3301108,Cantagalo - RJ,852727,19830,43001.87
2013,3301108,Cantagalo - RJ,855411,19825,43148.10
2014,3301108,Cantagalo - RJ,855427,19792,43220.85
2015,3301108,Cantagalo - RJ,1030745,19759,52165.85
2016,3301108,Cantagalo - RJ,865420,19727,43869.82
2017,3301108,Cantagalo - RJ,681590,19697,34603.75
2018,3301108,Cantagalo - RJ,765208,20177,37924.77
2019,3301108,Cantagalo - RJ,730607,20172,36218.87
2020,3301108,Cantagalo - RJ,755569,20168,37463.75
2021,3301108,Cantagalo - RJ,841413,20163,41730.55
2002,3301157,Cardoso Moreira - RJ,57895,12551,4612.78
2003,3301157,Cardoso Moreira - RJ,61342,12531,4895.22
2004,3301157,Cardoso Moreira - RJ,66900,12488,5357.14
2005,3301157,Cardoso Moreira - RJ,63377,12465,5084.40
2006,3301157,Cardoso Moreira - RJ,75346,12441,6056.27
2008,3301157,Cardoso Moreira - RJ,169116,12502,13527.12
2009,3301157,Cardoso Moreira - RJ,111994,12481,8973.16
2011,3301157,Cardoso Moreira - RJ,136213,12601,10809.70
2012,3301157,Cardoso Moreira - RJ,218057,12601,17304.74
2013,3301157,Cardoso Moreira - RJ,287249,12599,22799.35
2014,3301157,Cardoso Moreira - RJ,271857,12578,21613.69
2015,3301157,Cardoso Moreira - RJ,309846,12558,24673.20
2016,3301157,Cardoso Moreira - RJ,330961,12538,26396.63
2017,3301157,Cardoso Moreira - RJ,320020,12519,25562.74
2018,3301157,Cardoso Moreira - RJ,279271,12826,21773.82
2019,3301157,Cardoso Moreira - RJ,294027,12823,22929.66
2020,3301157,Cardoso Moreira - RJ,353586,12821,27578.66
2021,3301157,Cardoso Moreira - RJ,395476,12818,30853.18
2002,3301207,Carmo - RJ,96129,15453,6220.73
2003,3301207,Carmo - RJ,106991,15529,6889.75
2004,3301207,Carmo - RJ,122816,15689,7828.16
2005,3301207,Carmo - RJ,136675,15778,8662.38
2006,3301207,Carmo - RJ,129663,15866,8172.38
2008,3301207,Carmo - RJ,209234,17784,11765.29
2009,3301207,Carmo - RJ,231252,18024,12830.23
2011,3301207,Carmo - RJ,271974,17599,15453.95
2012,3301207,Carmo - RJ,304691,17758,17157.96
2013,3301207,Carmo - RJ,349826,17944,19495.43
2014,3301207,Carmo - RJ,355383,18074,19662.66
2015,3301207,Carmo - RJ,393923,18200,21644.12
2016,3301207,Carmo - RJ,466417,18322,25456.66
2017,3301207,Carmo - RJ,416980,18264,22830.71
2018,3301207,Carmo - RJ,456038,18755,24315.54
2019,3301207,Carmo - RJ,470439,18895,24897.54
2020,3301207,Carmo - RJ,581549,19030,30559.59
2021,3301207,Carmo - RJ,561273,19161,29292.47
2002,3301306,Casimiro de Abreu - RJ,457488,23526,19446.06
2003,3301306,Casimiro de Abreu - RJ,473356,24164,19589.31
2004,3301306,Casimiro de Abreu - RJ,564605,25502,22139.64
2005,3301306,Casimiro de Abreu - RJ,1639175,26243,62461.42
2006,3301306,Casimiro de Abreu - RJ,2153396,26978,79820.45
2008,3301306,Casimiro de Abreu - RJ,2260272,29811,75820.07
2009,3301306,Casimiro de Abreu - RJ,1637119,30572,53549.62
2011,3301306,Casimiro de Abreu - RJ,3068812,36360,84400.77
2012,3301306,Casimiro de Abreu - RJ,4114514,37340,110190.52
2013,3301306,Casimiro de Abreu - RJ,4050273,38492,105223.76
2014,3301306,Casimiro de Abreu - RJ,3598889,39414,91309.92
2015,3301306,Casimiro de Abreu - RJ,1976829,40305,49046.74
2016,3301306,Casimiro de Abreu - RJ,1140072,41167,27693.83
2017,3301306,Casimiro de Abreu - RJ,1371161,41999,32647.47
2018,3301306,Casimiro de Abreu - RJ,2187857,43295,50533.71
2019,3301306,Casimiro de Abreu - RJ,2062389,44184,46677.28
2020,3301306,Casimiro de Abreu - RJ,1582755,45041,35140.32
2021,3301306,Casimiro de Abreu - RJ,2352145,45864,51285.21
2002,3301405,Conceição de Macabu - RJ,89102,18926,4707.92
2003,3301405,Conceição de Macabu - RJ,92653,19101,4850.69
2004,3301405,Conceição de Macabu - RJ,102685,19469,5274.28
2005,3301405,Conceição de Macabu - RJ,110475,19674,5615.28
2006,3301405,Conceição de Macabu - RJ,119699,19875,6022.59
2008,3301405,Conceição de Macabu - RJ,161829,20505,7892.17
2009,3301405,Conceição de Macabu - RJ,155110,20687,7497.95
2011,3301405,Conceição de Macabu - RJ,201648,21416,9415.76
2012,3301405,Conceição de Macabu - RJ,230196,21613,10650.81
2013,3301405,Conceição de Macabu - RJ,262468,21844,12015.56
2014,3301405,Conceição de Macabu - RJ,272138,22006,12366.54
2015,3301405,Conceição de Macabu - RJ,303081,22163,13675.09
2016,3301405,Conceição de Macabu - RJ,332183,22315,14886.09
2017,3301405,Conceição de Macabu - RJ,321641,22461,14319.98
2018,3301405,Conceição de Macabu - RJ,355204,23064,15400.80
2019,3301405,Conceição de Macabu - RJ,376627,23228,16214.35
2020,3301405,Conceição de Macabu - RJ,420666,23398,17978.72
2021,3301405,Conceição de Macabu - RJ,434135,23561,18426.00
2002,3301504,Cordeiro - RJ,96381,18992,5074.82
2003,3301504,Cordeiro - RJ,99829,19173,5206.75
2004,3301504,Cordeiro - RJ,123411,19553,6311.61
2005,3301504,Cordeiro - RJ,119553,19764,6049.03
2006,3301504,Cordeiro - RJ,148823,19973,7451.21
2008,3301504,Cordeiro - RJ,179708,19797,9077.54
2009,3301504,Cordeiro - RJ,183452,19902,9217.77
2011,3301504,Cordeiro - RJ,223501,20571,10864.86
2012,3301504,Cordeiro - RJ,249281,20707,12038.49
2013,3301504,Cordeiro - RJ,290832,20863,13940.09
2014,3301504,Cordeiro - RJ,316893,20965,15115.34
2015,3301504,Cordeiro - RJ,342590,21063,16265.01
2016,3301504,Cordeiro - RJ,345983,21158,16352.35
2017,3301504,Cordeiro - RJ,463597,21250,21816.33
2018,3301504,Cordeiro - RJ,508060,21806,23299.09
2019,3301504,Cordeiro - RJ,398691,21926,18183.48
2020,3301504,Cordeiro - RJ,414304,22041,18796.97
2021,3301504,Cordeiro - RJ,456168,22152,20592.63
2002,3301603,Duas Barras - RJ,55991,10431,5367.75
2003,3301603,Duas Barras - RJ,60753,10475,5799.81
2004,3301603,Duas Barras - RJ,68860,10569,6515.28
2005,3301603,Duas Barras - RJ,65054,10622,6124.46
2006,3301603,Duas Barras - RJ,82045,10673,7687.15
2008,3301603,Duas Barras - RJ,122793,10848,11319.41
2009,3301603,Duas Barras - RJ,105167,10891,9656.32
2011,3301603,Duas Barras - RJ,141016,10976,12847.67
2012,3301603,Duas Barras - RJ,147019,11020,13341.11
2013,3301603,Duas Barras - RJ,184965,11070,16708.67
2014,3301603,Duas Barras - RJ,197561,11096,17804.70
2015,3301603,Duas Barras - RJ,202597,11121,18217.52
2016,3301603,Duas Barras - RJ,233633,11145,20963.03
2017,3301603,Duas Barras - RJ,194384,11169,17403.89
2018,3301603,Duas Barras - RJ,210017,11454,18335.69
2019,3301603,Duas Barras - RJ,214616,11492,18675.25
2020,3301603,Duas Barras - RJ,239246,11528,20753.47
2021,3301603,Duas Barras - RJ,249214,11563,21552.71
2002,3301702,Duque de Caxias - RJ,8129147,798103,10185.59
2003,3301702,Duque de Caxias - RJ,10649182,808614,13169.67
2004,3301702,Duque de Caxias - RJ,12869592,830679,15492.86
2005,3301702,Duque de Caxias - RJ,17653152,842890,20943.60
2006,3301702,Duque de Caxias - RJ,17248752,855010,20173.74
2008,3301702,Duque de Caxias - RJ,15453122,864392,17877.45
2009,3301702,Duque de Caxias - RJ,21000699,872762,24062.34
2011,3301702,Duque de Caxias - RJ,22237127,861158,25822.35
2012,3301702,Duque de Caxias - RJ,21548905,867067,24852.64
2013,3301702,Duque de Caxias - RJ,24855259,873921,28441.08
2014,3301702,Duque de Caxias - RJ,28862819,878402,32858.33
2015,3301702,Duque de Caxias - RJ,35294440,882729,39983.32
2016,3301702,Duque de Caxias - RJ,41539673,886917,46836.03
2017,3301702,Duque de Caxias - RJ,40904756,890997,45908.97
2018,3301702,Duque de Caxias - RJ,41581757,914383,45475.21
2019,3301702,Duque de Caxias - RJ,45373762,919596,49340.97
2020,3301702,Duque de Caxias - RJ,47194544,924624,51041.88
