Ano,Codigo do IBGE,Município,Sigla UF,População Total Residente,População Urbana Residente,População total atendida com abastecimento de água,População urbana atendida com rede de abastecimento de água,Atendimento da população urbana com rede de abastecimento de água,Atendimento da população total com rede de abastecimento de água,População total atendida com esgotamento sanitário,População urbana atendida com rede de esgotamento sanitário,Extensão de rede de distribuição de água,Extensão da rede pública de esgotamento sanitário,Quantidade de ligações ativas de água,Quantidade de ligações ativas de esgoto,Volume de água produzido,Volume de água tratada em ETAs,Volume de água consumido,Volume de água tratada por simples desinfecção,Volume de água tratada importado,Volume de água tratada exportado,Volume de água fluoretada,Extensão de rede de distribuição de água,Volume total de esgoto coletado,Volume total de esgoto tratado ,Volume total de esgoto bruto exportado ,Volume total de esgoto bruto importado para tratamento ,Extensão da rede pública de esgotamento sanitário,Atendimento da população urbana com rede coletora de esgoto,Esgoto tratado referido ao esgoto coletado,Perda na Distribuição de Água,Índice de Macromedição,Índice de Hidrometração,Investimento Total (prestador + município + estado),Investimento per Capita,População Rural Residente,Quantidade de domicílios totais,Quantidade de domicílios urbanos,Quantidade de domicílios rurais,Área do município,Cobertura da população total com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta de resíduos sólidos domiciliares,Cobertura da população rural com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta direta de resíduos sólidos,Cobertura da população total com coleta seletiva de resíduos sólidos,Cobertura da população urbana com coleta seletiva direta de resíduos sólidos,Incidência do transbordo de resíduos sólidos urbanos,Capacidade média utilizada dos veículos motorizados na coleta de RSU,Quantidade média de pontos de entrega voluntária (PEV) de recicláveis por mil habitantes,Massa média per capita de resíduos sólidos urbanos coletados,Massa média per capita de resíduos sólidos domiciliares coletados,Massa média per capita de resíduos de limpeza urbana coletados,Massa média per capita de resíduos domiciliares coletados na coleta seletiva,Massa média per capita de resíduos domiciliares secos e orgânicos recuperados,Desempenho da coleta seletiva,Disposição final inadequada de resíduos sólidos urbanos,Recuperação de recicláveis secos em relação à composição gravimétrica,Recuperação de recicláveis orgânicos em relação à composição gravimétrica,Recuperação de recicláveis secos e orgânicos em relação ao total coletado,Recuperação de recicláveis secos em relação ao total coletado,Recuperação de recicláveis orgânicos em relação ao total coletado
2021,3300704,Cabo Frio,RJ,,176583,228670,172504,"97,70","97,69",187542,141478,"1.326,98",49,85103,85103,17666,17666,10431,0,0,0,17666,14,9247,9247,0,0,"0,52","88,65",100,"37,74",100,98,15975876,"90,47",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3300803,Cachoeiras de Macacu,RJ,,51597,50007,47999,93,"83,83",,,162,,18095,,"15.644,56",0,12412,"15.644,56",0,"10.083,30",0,"9,70",0,0,0,0,,0,,"20,16",0,"3,86","1.826.835,32","35,41",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3300902,Cambuci,RJ,,11821,11284,11284,"95,50","72,70",,,66,,4152,,"979,36",951,808,"8,04",0,0,0,"15,50",0,0,0,0,"23,33",0,,"17,45",0,"98,61","107.675,56","9,11",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3300936,Carapebus,RJ,,13304,3930,3930,"29,50","23,31",16520,10536,"26,50",35,1266,3492,"339,50",340,199,0,0,0,0,"20,30",214,202,0,0,"8,46",100,"94,12","41,51",0,"93,47",867034,"65,17",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3300951,Comendador Levy Gasparian,RJ,,8256,8590,8256,100,100,8256,8256,"45,50",27,3850,3850,"972,36",517,465,"455,52",0,0,0,"11,80",465,5,0,0,7,100,"1,13","52,16",100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301009,Campos dos Goytacazes,RJ,,464696,503378,464696,100,"97,81",443933,443933,1802,"1.168,94",116841,85256,"39.835,80",39792,19624,"44,28",0,0,"39.835,80","13,10",12826,12826,0,0,"12,37","65,36",100,"39,93",100,"97,88","33.517.014,90","72,13",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301108,Cantagalo,RJ,,14257,14257,14257,100,"70,71",20163,14257,71,101,4762,6730,"707,05",487,1186,"219,66","1.104,49",0,"262,64","13,90",404,0,0,0,"11,33","34,03",0,"34,53",0,"95,10","479.017,60","33,60",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301157,Cardoso Moreira,RJ,,8909,8909,8909,100,"69,50",,,81,,3280,,"1.086,30",1086,463,0,0,0,0,"24,60",,,,,,,,"57,38",0,"88,16",657600,"73,81",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301306,Casimiro de Abreu,RJ,,37007,37938,37938,100,"82,72",26744,,"200,80",61,11729,7907,"14.898,19",14898,13534,0,"401,38","11.402,63","1.964,06","14,40",1057,1057,0,0,"7,57","49,60",100,"10,88",,"96,84","219.796,60","5,94",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301405,Conceição de Macabu,RJ,,20369,21000,20369,100,"89,13",21000,20369,"109,26","109,26",10165,10165,576,576,570,0,0,0,0,8,461,0,0,0,8,"80,84",0,"1,04",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301504,Cordeiro,RJ,,21536,21536,21536,100,"97,22",8865,8865,80,24,6447,2400,"3.787,95",3403,2727,"289,41",0,"1.208,17","2.832,53","12,20",368,118,0,0,"9,88","24,20","32,01","28,01","51,79","99,98","210.768,34","9,79",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301603,Duas Barras,RJ,,8184,8184,8184,100,"70,78",,,15,,2927,,"632,75",633,531,0,0,0,"113,43","4,80",0,0,0,0,,0,,"16,15",0,100,"1.215.995,04","148,58",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301702,Duque de Caxias,RJ,,926286,824607,824607,89,"88,72",348459,348459,"1.312,31",675,164615,67500,"45.624,14",2576,73451,37035,"91.061,86",0,"1.037,14","7,80",18124,3405,963,0,"8,84","24,67","24,10","43,26","32,62","33,63","19.362.534,05","20,90",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301801,Engenheiro Paulo de Frontin,RJ,,10171,7412,7412,"72,90","52,43",14138,10171,73,64,2754,4710,1182,1182,417,0,0,0,0,"25,20",942,0,0,0,"12,85",100,0,"64,70",0,"98,84",250000,"24,58",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301850,Guapimirim,RJ,,60126,45772,45772,"76,10","73,56",,,"169,41",,9093,,3240,3240,1394,0,0,0,0,16,,,,,,,,"56,97",0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301876,Iguaba Grande,RJ,,29344,28666,28666,"97,70","97,69",23510,23510,299,10,15915,15915,"3.061,72",3062,1554,0,0,0,"3.061,72",17,1970,1970,0,0,"0,57",100,100,"36,67",100,"97,66",1905176,"64,93",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3301900,Itaboraí,RJ,,241506,51416,51416,"21,30","21,04",50365,50365,396,120,15563,12000,"14.332,10",13260,3524,"32,14","381,70",0,0,"23,70",2017,2,203,0,"9,49","57,24","10,17","75,99",0,"53,96","182.033,82","0,75",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302007,Itaguaí,RJ,,130436,97986,97986,"75,10","71,76",39538,39538,"560,08",100,27488,10000,2581,0,7748,2581,11350,0,2581,"20,10",2447,0,0,0,"8,64","31,58",0,"39,82",0,"48,90",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302056,Italva,RJ,,11206,10193,10193,91,"66,24",,,99,,3378,,"1.617,95",1618,544,0,0,0,0,"29,20",,,,,,,,"66,39",0,"89,96",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302106,Itaocara,RJ,,17562,17562,17562,100,"75,66",,,90,,7229,,"2.536,52",2537,1710,0,40,"146,10",0,"11,90",0,0,0,0,"8,01",0,,"33,64",0,"98,92","113.735,54","6,48",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302205,Itaperuna,RJ,,96217,86753,86753,"90,20","83,13",,,120,,23739,,"12.016,40",12016,5252,0,0,0,0,5,,,,,,,,"56,29",0,"94,40",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302254,Itatiaia,RJ,,31223,31900,29500,"94,50","98,72",24200,23988,144,65,7000,5381,10000,0,2800,10000,0,0,0,16,2800,0,0,0,"12,06",100,0,72,0,0,"1.849.193,15","59,23",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302270,Japeri,RJ,,106296,97792,97792,92,92,,,"160,67",,25041,,0,0,9248,0,"14.426,45",0,0,"6,30",0,0,0,0,,0,100,"34,52",0,"8,47","3.271.845,31","30,78",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302304,Laje do Muriaé,RJ,,5495,5495,5495,100,"75,29",,,22,,2145,,"759,40",759,387,0,0,0,0,10,,,,,,,,"49,01",0,"99,93",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302403,Macaé,RJ,,261155,242235,242235,"92,80","91,02",238159,235659,"551,50",595,53923,37582,"22.976,51",21663,11543,0,249,"172,25",0,"9,90",8261,3505,0,0,"14,47","72,66","42,43","33,53",0,"54,31","53.187.778,65","203,66",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302452,Macuco,RJ,,4922,4922,4922,100,"87,18",2396,2396,31,7,2615,700,"774,72",775,544,0,0,0,"642,04","11,70",124,24,0,0,"9,79","22,76","19,61","29,74",0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302502,Magé,RJ,,234569,49133,49133,21,"19,83",12705,12705,305,35,13783,3300,"8.324,34",0,2306,"8.243,19",2020,0,0,"20,30",658,0,0,0,"10,61","28,55",0,"76,56",0,"10,98","2.357.075,73","10,05",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302601,Mangaratiba,RJ,,40477,40477,40477,100,"88,11",,,"387,66",,11136,,4683,0,1896,4683,0,170,1805,"34,60",,,,,,,,"44,86",0,"46,82",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302700,Maricá,RJ,,165077,61624,61624,"37,30","36,75",7597,7597,163,23,24010,2300,"2.730,72",2675,3422,"55,10","5.322,02",0,"1.676,10",6,234,230,0,0,"9,86","6,84","98,20","54,60","25,36","92,83","226.217,01","1,37",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302809,Mendes,RJ,,18437,17927,12681,"68,80","95,96",17927,12681,60,35,4415,3686,2780,2780,2600,0,0,0,0,"13,70",520,0,0,0,"8,06",20,0,"6,47",0,0,"10.304.188,43","558,89",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302858,Mesquita,RJ,,177016,177016,177016,100,100,89879,89879,"412,60",179,37403,17900,0,0,13435,0,"25.915,47",0,0,"10,80",4446,1198,1160,0,"8,75","33,10","53,03","47,89",0,"55,51","205.235,62","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3302908,Miguel Pereira,RJ,,22356,21090,21090,"94,30","82,31",17400,17400,185,148,8211,10000,3402,3402,1357,0,0,0,0,"22,20",475,125,0,0,"12,87",35,"26,26","60,11",0,"99,24",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303005,Miracema,RJ,,25009,25009,25009,100,"92,17",25865,23839,80,"60,20",8328,7520,"3.481,87",3433,1699,0,0,0,0,"9,30",1953,0,0,0,"7,83",100,0,"51,20",0,"90,38","397.638,11","15,90",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303104,Natividade,RJ,,12224,12087,12087,"98,90","78,97",,,41,,4214,,"1.894,50",1895,727,0,0,0,0,"9,60",,,,,,,,"61,63",0,"97,12",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303203,Nilópolis,RJ,,162893,162893,162893,100,100,81721,81721,"248,26",190,38058,19000,0,0,9588,0,"26.059,57",0,0,"6,40",3185,1018,1018,0,"7,85","33,22","63,92","62,56",0,"76,93","822.281,32","5,05",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303302,Niterói,RJ,,516981,516981,516981,100,100,493975,493975,"1.318,99","809,03",91082,83723,"148,94",0,35859,"148,94","55.915,80",0,0,"12,20",38112,38112,0,0,"9,53",100,100,"24,79",100,"88,99","44.378.415,45","85,84",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303401,Nova Friburgo,RJ,,167759,167509,167509,"99,90","87,40",161791,161791,768,"445,20",45255,40874,"12.589,79",12523,8149,"67,12",0,0,"10.902,20","14,80",7732,7524,0,0,"10,23","94,87","97,32","24,73",100,"98,93","22.474.634,28","133,97",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303500,Nova Iguaçu,RJ,,816376,636773,636773,78,"77,15",461639,461639,"768,02","1.177,03",136181,96525,1368915,1319154,1285170,49759,"27.354,65",1240554,1319154,"5,50",21517,9596,225,0,"12,07","48,23","45,64","7,90","82,43","53,06","144.255.684,66","176,70",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303609,Paracambi,RJ,,47007,34794,34794,74,"65,53",38380,37380,"111,09","89,60",9958,12700,1340,0,2571,406,2995,0,579,"10,80",4000,0,0,0,"5,93",100,0,"30,89",0,"48,42",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303708,Paraíba do Sul,RJ,,39372,39061,39032,"99,10","87,30",32128,32128,146,"118,81",12652,10324,3304,3292,2093,12,96,0,3292,"12,50",1675,0,0,0,"11,51","80,01",0,"31,60",100,"99,17","4.017.799,55","102,05",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303807,Paraty,RJ,,32589,42089,32589,100,"95,28",2500,0,376,"0,97",11551,320,"5.316,61",3545,2577,"1.442,14",0,0,"3.545,27","20,20",112,112,0,0,"3,03","4,36",100,"43,25","69,04","72,73","2.509.739,40","77,01",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303856,Paty do Alferes,RJ,,19701,19701,19701,100,"70,51",16876,16876,131,"106,12",6660,4615,2604,2604,1046,0,0,0,0,"19,60",1246,69,0,0,"22,99",100,"5,55","59,83",0,"99,41",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303906,Petrópolis,RJ,,291958,298061,289221,"99,10","97,04",260172,260068,"897,54","297,95",65712,47221,"14.975,27",14356,10338,"619,47",0,0,"14.355,57","11,50",13555,10964,0,0,"5,10",100,"80,89","24,14",100,"99,98","24.577.890,97","84,18",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3303955,Pinheiral,RJ,,22966,22966,22966,100,"89,84",23036,22966,166,"49,30",7753,6591,3735,3735,1220,0,0,0,0,21,1211,0,0,0,"7,46","99,30",0,"66,95",0,"92,08","182.049,40","7,93",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304003,Piraí,RJ,,23598,23598,23598,100,"79,18",9421,9421,226,28,9261,2800,178874,5274,177656,173600,0,173600,173600,"23,80",1048,142,0,0,"9,87","25,83","13,55","0,56",0,"92,66","337.461,30","14,30",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304102,Porciúncula,RJ,,14913,14393,14393,"96,50","75,48",1433,1431,42,4,4917,315,"1.899,70",1900,838,0,0,0,0,"8,50",200,0,0,0,"9,55","23,85",0,"55,86",0,"93,05",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304110,Porto Real,RJ,,20138,18760,18760,"93,20","92,62",18300,18300,"52,40","49,80",6230,6230,"2.908,53",2836,2269,0,0,0,"180,20","7,70",1815,1480,0,0,"7,72",80,"81,54","17,09",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304128,Quatis,RJ,,13692,14562,13692,100,100,14435,13573,"42,94",32,4081,4081,"1.892,16",1776,1380,"115,20",0,0,0,9,170,0,0,0,"7,51","12,32",0,"27,06",0,"91,61","64.478,23","4,71",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304144,Queimados,RJ,,152311,138096,138096,"90,70","90,67",58647,58647,"390,13",132,31582,13200,0,0,10836,0,"19.469,95",0,0,"11,80",3128,0,0,0,"8,95","28,87",0,"42,36",0,"41,04","179.963,62","1,18",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304151,Quissamã,RJ,,16394,16251,16251,"99,10","63,64",24028,16013,"80,21",48,5158,5885,"1.664,74",1665,740,0,0,0,0,"15,50",1584,1584,0,0,"8,16",100,100,"55,55",100,"97,16",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304201,Resende,RJ,,124969,128552,124697,"99,80","96,48",126694,124697,"522,09","433,31",39088,38867,11273,11268,7642,5,0,0,11268,"12,20",7469,5366,0,0,"10,02","97,74","71,84","24,85","99,96","99,53","22.850.541,87","182,85",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304300,Rio Bonito,RJ,,45254,26258,26258,58,"43,10",44100,43500,72,"205,50",7669,9032,"5.605,80",5472,1577,"133,52",0,0,0,"7,90",2900,0,0,0,"20,55",100,0,"71,48",0,"85,46","2.405.363,96","53,15",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304409,Rio Claro,RJ,,14758,12376,12376,"83,90","66,26",14100,14100,81,"22,10",4351,5610,1715,1715,727,0,0,0,0,"18,40",215,0,215,0,"3,39","29,57",0,"57,60",0,"98,55",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304508,Rio das Flores,RJ,,6544,6544,6544,100,"69,61",5824,5824,24,18,2391,1664,"449,70",276,358,"173,56",0,0,0,"7,70",255,154,0,0,"7,35","71,20","60,36","16,13","79,68",0,340000,"51,96",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304524,Rio das Ostras,RJ,,150817,110112,110112,73,"69,02",43755,41543,"170,36",231,34205,16891,"66,33",0,4636,"66,33","11.574,88",0,0,"4,80",2564,2564,0,0,"13,56","55,30",100,"57,80","0,57","89,29","25.483.349,92","168,97",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304557,Rio de Janeiro,RJ,,6775561,6775561,6775561,100,100,6094888,6094888,"10.874,23","7.009,58",1409856,880189,"3.259,64",0,468430,"3.259,64","1.220.422,71",0,"1.967,91","7,70",406681,346468,0,2027,"5,96","86,82","85,27","53,37",0,"43,60","385.456.552,80","56,89",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304607,Santa Maria Madalena,RJ,,5966,4277,4277,"71,70","41,20",5910,5000,"21,05",6,1639,957,"599,18",409,261,"188,72",0,0,"408,81","11,60",120,120,0,0,6,"45,99",100,"56,46",0,"95,26",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304706,Santo Antônio de Pádua,RJ,,32721,42456,32420,"99,10","99,42",35000,32548,228,400,13687,18068,4825,4526,3578,109,0,0,4526,"11,90",2952,0,0,0,"22,14","82,50",0,"25,84","8,37","99,92","2.273.836,35","69,49",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304755,São Francisco de Itabapoana,RJ,,21531,14158,14158,"65,80","33,54",,,196,,7036,,"2.702,11",113,782,"2.199,88",0,0,0,"25,60",0,0,0,0,,0,,"71,05",0,"80,93","118.026,58","5,48",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304805,São Fidélis,RJ,,30632,29553,29553,"96,50","76,27",,,86,,10107,,"3.216,65",3217,1593,0,0,0,0,"8,50",,,,,,,,"50,47",0,"88,85",39100,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3304904,São Gonçalo,RJ,,1097556,989383,989383,"90,10","90,08",370101,370101,2079,721,191175,72100,197817,197817,131517,0,"21.240,55",57130,197817,"10,40",21235,11523,0,0,"9,65","28,55","54,26","39,54",100,"47,28","18.386.987,19","16,75",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305000,São João da Barra,RJ,,28819,26075,26075,"90,50","70,99",36423,28819,252,"62,42",15144,2986,"4.990,60",1544,2025,"3.220,19",0,0,0,"16,50",2041,2041,0,0,"20,97",100,100,"59,43",0,"83,59","3.781.773,80","131,23",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305109,São João de Meriti,RJ,,473385,473385,473385,100,100,285535,285535,"545,55",350,94844,35052,0,0,31955,0,"72.033,32",0,0,"5,70",8314,0,0,0,"8,84","26,02",0,"51,65",0,"52,27","201.523,68","0,43",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305133,São José de Ubá,RJ,,3203,3203,3203,100,"44,24",,,"15,40",,1473,,"503,90",504,245,0,0,0,0,"10,30",,,,,,,,"51,39",0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305158,São José do Vale do Rio Preto,RJ,,9799,15986,9799,100,"72,56",16000,9050,90,80,4653,4025,"725,30",628,514,"64,26",0,0,0,"17,10",598,0,0,0,"17,17",100,0,"25,63","95,46","99,71","1.550.915,82","158,27",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305208,São Pedro da Aldeia,RJ,,100546,105071,98223,"97,70","97,69",86173,80557,"735,40","59,09",42761,42761,8981,8981,4749,0,0,0,8981,"15,50",3551,3551,0,0,"1,26","74,77",100,"34,77",100,"99,29",19266538,"191,62",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305307,São Sebastião do Alto,RJ,,4882,4788,4788,"98,10","50,85",,,28,,1651,,"421,47",313,329,"108,63","79,98",27,"128,02","16,10",0,0,0,0,,0,,"34,48",0,100,"20.560,33","4,21",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305406,Sapucaia,RJ,,13837,13837,13837,100,"75,74",11788,10143,61,"32,25",5369,3413,"1.469,33",1469,942,0,0,"34,18","21,52","11,20",346,346,0,0,"9,63","38,06",100,"35,87",0,"99,78",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305505,Saquarema,RJ,,87259,86036,81357,"93,20","93,58",67975,67554,595,"60,10",19642,13998,"912,54",911,3377,0,4400,0,0,"24,60",2293,2293,0,0,"3,88","67,89",100,"36,43",0,"99,88","233.831,31","2,68",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305554,Seropédica,RJ,,68935,54961,54961,"79,70","65,55",20840,20840,"301,11",53,15268,5300,0,0,6052,0,8354,0,0,"19,30",1842,148,0,0,"9,77","30,43","8,04","20,89",0,"33,29","1.680.674,07","24,38",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305604,Silva Jardim,RJ,,16443,17581,16425,"99,90","80,74",10285,9847,94,"24,30",3488,2594,0,0,551,0,600,0,0,"17,10",459,459,0,0,"7,49","83,36",100,"8,22",0,"99,88",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305703,Sumidouro,RJ,,5735,4427,4427,"77,20","28,18",6030,4870,28,15,1605,2000,"427,84",428,287,0,0,0,0,"16,70",960,0,0,0,"7,31",100,0,"33,02",0,100,117000,"20,40",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305752,Tanguá,RJ,,31146,7014,7014,"22,50","20,10",17066,17066,25,41,1627,2379,"1.947,40",1945,269,"2,68",0,0,0,12,1891,0,0,0,"10,74",100,0,"86,11",0,"60,94","34.668,04","1,11",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305802,Teresópolis,RJ,,165917,165917,165917,100,"89,29",,,420,,43951,,"17.245,15",12750,9180,"4.473,34",0,0,0,"9,50",,,,,,,,"17,95","55,54","68,57","217.029,98","1,31",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3305901,Trajano de Moraes,RJ,,4949,3161,3161,"63,90","29,67",,,"9,17",,1124,,"466,19",322,184,"144,43",0,0,"321,64","7,90",,,,,,,,"60,44",0,"99,19",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3306008,Três Rios,RJ,,80054,81518,77980,"97,40","98,85",81205,76020,687,555,28557,22630,"10.399,34",10399,9013,0,0,0,"10.399,34","16,10",13232,399,0,0,"17,97",100,"3,01","13,33",100,100,"173.157,23","2,16",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3306107,Valença,RJ,,66865,63199,63199,"94,50","81,86",77202,66865,190,"290,94",19105,32800,11565,11565,5450,0,0,0,0,"9,60",2006,0,0,0,"8,20","36,81",0,"52,75",0,"87,71","112.831,31","1,69",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3306156,Varre-Sai,RJ,,6849,3367,3367,"49,20","30,04",,,19,,1094,,413,413,200,0,0,0,0,17,,,,,,,,"51,54",0,"99,86",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3306206,Vassouras,RJ,,25122,25122,25122,100,"67,42",21101,18901,177,29,11008,2234,3957,3957,2043,0,0,0,0,"15,60",660,121,0,0,"12,98","32,33","18,39","48,38",0,"98,95",94400,"3,76",,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3306305,Volta Redonda,RJ,,274800,274800,274800,100,"99,95",271929,271929,1069,"910,86",83301,75860,"39.018,24",36754,18518,0,0,"1.576,35","36.753,56","11,80",14814,4668,0,0,"11,19","87,44","31,51","49,62","93,95","99,69",7249732,"26,38",,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300100,Angra dos Reis,RJ,,,158636,,,"94,75",92080,,"656,79","281,29",48368,23980,"23.146,57",927,16275,"17.160,07",0,"6.169,73",2592,"11,50",5816,2100,0,0,"7,30","57,55","36,11","27,98",0,"39,79","6.020.531,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300159,Aperibé,RJ,,,9469,,,"85,82",6050,,"35,97","31,42",3890,1785,"1.202,50",1203,575,0,"315,36",0,"796,10","9,80",110,110,0,0,"11,36","19,21",100,"60,91",0,"95,18","8.456.171,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300209,Araruama,RJ,,,124692,,,"96,16",99610,,1259,"129,72",59618,52932,21793,21793,15606,0,0,5054,21793,"17,10",6568,6568,0,0,"2,14","62,24",100,"24,63",100,"99,86","65.986.567,77",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300225,Areal,RJ,,,11765,,,"99,47",,,39,,2601,,780,780,780,0,0,0,0,"12,90",,,,,,,,0,0,"95,39",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300233,Armação dos Búzios,RJ,,,38131,,,"95,31",31273,,"335,68","57,84",17148,17148,"6.715,06",6715,3461,0,0,0,"6.715,06",17,2244,2244,0,0,"2,92","64,83",100,"38,93",100,"99,21",3518294,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300258,Arraial do Cabo,RJ,,,30313,,,"97,83",24861,,"181,33","33,20",14087,14087,"2.813,06",2813,1725,0,0,0,"2.813,06","11,50",2305,2305,0,0,"2,14",100,100,"24,70",100,"99,50",16284987,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300308,Barra do Piraí,RJ,,,87913,,,"94,65",79713,,371,288,43676,41009,"8.379,64",8380,6347,0,0,0,0,"8,90",5221,0,0,0,"7,18","82,27",0,"24,21",0,"33,40",202788,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300407,Barra Mansa,RJ,,,165524,,,"97,43",134889,,"780,77","580,27",45621,38672,16485,16333,7146,"151,65","1.438,65",0,"15.385,85","14,50",10556,186,0,0,"12,86",100,"1,76","59,45","88,70","99,74","3.131.922,59",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300456,Belford Roxo,RJ,,,357866,,,"74,08",27126,,"818,50","264,66",84965,3020,0,0,15035,0,"46.952,80",0,0,"6,70",1114,1114,0,5680,"75,86","7,41",100,"66,40",0,"34,15","41.723.050,45",,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,3300506,Bom Jardim,RJ,,,16646,,,"59,23",,,81,0,5340,0,"1.409,25",1182,1113,"227,40",0,0,0,"15,20",0,0,,,,,,"19,42","40,38","99,99","5.900.780,71",,,,,,,,,,,,,,,,,,,,,,,,,,,
