ano,id_municipio,sigla_uf,populacao_atendida_agua,populacao_atentida_esgoto,populacao_urbana,populacao_urbana_residente_agua,populacao_urbana_atendida_agua,populacao_urbana_atendida_agua_ibge,populacao_urbana_residente_esgoto,populacao_urbana_atendida_esgoto,populacao_urbana_residente_esgoto_ibge,extensao_rede_agua,extensao_rede_esgoto,quantidade_sede_municipal_agua,quantidade_sede_municipal_esgoto,quantidade_localidade_agua,quantidade_localidade_esgoto,quantidade_ligacao_ativa_agua,quantidade_ligacao_ativa_esgoto,quantidade_ligacao_total_agua,quantidade_ligacao_total_esgoto,quantidade_economia_ativa_agua,quantidade_economia_ativa_esgoto,quantidade_ligacao_micromedia_ativa_agua,quantidade_economia_residencial_ativa_agua,quantidade_economia_residencial_ativa_esgoto,quantidade_economia_micromedida_ativa_agua,quantidade_economia_residencial_micromedida_ativa_agua,volume_agua_produzido,volume_agua_tratada_eta,volume_agua_micromedido,volume_agua_consumido,volume_agua_faturado,volume_agua_macromedido,volume_agua_tratada_desinfeccao,volume_agua_bruta_exportado,volume_agua_tratada_importado,volume_agua_tratada_exportado,volume_agua_micromedido_economia_ativa,volume_servico_agua,volume_agua_fluoretada,consumo_eletrico_sistemas_agua,volume_esgoto_coletado,volume_esgoto_tratado,volume_esgoto_faturado,volume_esgoto_bruto_exportado,volume_esgoto_bruto_importado,volume_esgoto_importado,volume_esgoto_bruto_exportado_tratamento_importador,consumo_eletrico_sistemas_esgoto,indice_agua_ligacao,indice_hidrometracao,indice_macromedicao_volume_disponibilizado,indice_macromedicao,indice_perda_faturamento,indice_micromedido_economia,indice_coleta_esgoto,indice_tratamento_esgoto,indice_consumo_agua_faturado,indice_extensao_agua_ligacao,indice_extensao_esgoto_ligacao,indice_consumo_agua_per_capita,indice_atendimento_urbano_agua,indice_atendimento_agua_esgoto,indice_volume_agua_economia,indice_faturamento_agua,indice_participacao_economia_agua,indice_micromedicao_relativo_agua,indice_esgotamento_agua_consumida,indice_atendimento_esgoto_esgoto,indice_perda_distribuicao_agua,indice_perda_linear_agua,indice_perda_ligacao_agua,indice_consumo_agua,indice_consumo_medio_agua,indice_atendimento_total_agua,indice_atendimento_esgoto_agua,indice_fluoretacao_agua,indice_consumo_energia_agua,indice_consumo_energia_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
2012,3304128,RJ,13000,8511,12322,12322,12000,13105,12322,8511,13105,"29,2","17,1",1,1,2,2,3498,2390,3810,2445,3510,2400,3118,3510,2309,3279,3279,"1068,72","745,98","672,6","747,6","747,6",0,"245,98",0,0,0,"672,6",,0,,398,4,350,0,0,0,0,,1,"89,08","62,94",0,"30,05","17,3","53,24","1,01","17,8","7,7","7,04","157,9","97,4","69,07","25,4","69,95",100,"89,97","0,54","69,07","30,05","30,23","252,05","69,95","17,8","99,2","64,94",0,,,"188735,16","132114,61","56620,55",0,0,"188735,16",0,"188735,16",184595,"283037,97",14,"83759,57","277988,03","231606,84","876412,41",0,"876413,41",0,0,10,1,10,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,3305109,RJ,427579,224507,460799,460799,427579,460799,460799,224507,460799,542,417,1,1,0,0,75365,40001,86054,45647,157639,66557,49334,118275,62010,93499,57696,"61898,4",61898,18058,32374,25320,61898,0,0,0,0,16145,"3094,9",61898,29897,13558,0,0,0,0,0,0,0,"2,09","65,15","30,71",100,"56,94","16,2","41,88",0,"13,4","6,3","9,15","207,6","92,8","48,72","32,8","43,06","75,06","55,78",0,"48,72","44,95","133,6","962,31","55,05","17,1","92,79","48,72",100,"0,48",0,"74538690,22","74538690,22",0,"39890,3",0,"74578580,52",0,"58270864,91","17148805,62","44681100,85",369,"1732612,71","5566288,95","11861393,6","79774305,16","6345122,83","112818099,5","17501641,4",0,"14963113,57","8366245,94","969795,48","830784,12","11590981,48","6335708,89","9413,94","17936104,31",0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,593965,593965,0,0,593965
2013,3306008,RJ,77432,76981,76418,76418,76342,78723,76418,75997,78723,"234,13","194,83",1,1,1,1,22315,14511,32536,16545,27330,18452,20297,22478,17173,25303,22478,"8830,08","8830,08","3906,8","6799,16","6799,16","8830,08",0,0,0,0,"3906,8",211,"8830,08","6265,58","5388,8","2357,96","5388,8",0,0,0,0,0,"1,22","89,2","45,33",100,"21,12","13,4","79,26","43,76","21,2","7,2","11,61","240,6","99,9","99,45","27,6","78,88","81,42","57,46","34,68","99,45","21,12","21,91","228,02","78,88","21,2","98,36","97,79",100,"0,71",0,"18389580,94","10468624,72","7920956,22","367229,63",0,"18756810,57",0,"18765810,57",0,"8073068,82",219,"494439,48","2567650,55","2936486,72","14264123,48",0,"14264123,48",0,0,"192477,91",0,0,0,0,0,0,0,0,0,0,0,"235746,63","162111,4","264061,66","661919,69",0,0,"661919,69",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3300100,RJ,157362,76280,163290,163290,155814,169511,163290,76280,169511,"450,29","155,35",1,1,59,35,41577,5866,42310,5891,52660,6463,11875,46137,5843,19030,16259,16478,817,"3035,24","15054,99","16123,38",0,15660,0,"2810,21",5159,"2469,44",0,0,"5179,7",3619,3216,0,0,0,0,0,"415,2","1,24","28,58","21,48","-36,51","16,41","13,6","36,57","88,86",18,"10,5","24,89",174,"95,4","46,71","23,1","83,59","88,62","30,67","32,5","46,71","21,95","26,35","282,27","78,05","16,2","92,83",45,0,"0,27","0,11","14279337,58","14256246,9","23090,68","886916,57",0,"15166254,15",0,"9195313,92","8860795,15","9728616,81",335,"596638,21","1550496,86","1966324,51","16549239,78","1261246,3","23514351,69","2538164,68",776,"1235537,92",439271,"1470849,47","2726429,93",417801,"1219929,9","41316,4","1679047,3",0,0,0,0,"59272,62","70445,14","56197,26","185915,02",0,0,"185915,02",0,0,0,0,0,0,0,0,0,28105,28105,0,0,28105
2007,3300209,RJ,97670,67447,91375,91375,89200,98268,91375,64720,98268,"627,41",76,1,1,0,0,21813,,26113,,28247,,21147,26944,,27225,26136,"18815,5",18633,2848,"5946,3","6620,6",18633,0,0,0,1919,2531,"182,5",0,"16638,3",,0,,0,0,0,,"1834,4","1,25","96,16","17,04","98,92","64,47","9,2",,,"14,5","24,3",,"115,7","97,6","70,83","52,1","35,53","95,85","70,72",0,"70,83","68,09","57,33","1614,89","31,91","12,4","99,39","68,64",0,"0,88",,"19324635,44","18799381,84","3417,34","1511732,79","521836,26","20836368,23",0,20031168,4940864,"4455945,45",186,"464081,08","4373402,61","1451773,41","15803512,01","1727332,2","21365552,27","1660522,03",0,"1793159,43",0,"3265150,03","2174186,03",0,"1727332,2",0,,0,,,0,"133711,27","2981213,4","197163,69",0,2300000,"1012088,36","3312088,36",,,,,,,,,,,,,,
2010,3302205,RJ,87344,22562,88368,88368,80356,95841,88368,22562,95841,106,100,1,1,0,0,19941,5305,21273,5659,32848,7968,16319,29310,7571,24725,21706,"10967,4","10967,4",5263,6289,6254,0,0,0,0,0,4791,0,0,6218,"1299,62",0,0,0,0,0,0,0,"1,56","82,78","47,99",0,"42,98","18,1","20,66",0,"17,3","5,2","17,67","196,6","90,9","25,53","30,4","57,02","91,86","83,69",0,"25,53","42,66","120,92","666,78","57,34","17,4","91,13","23,54",0,"0,57",0,"18457567,55","18457567,55",0,"3433,68",0,"18461001,23",0,"14661687,85","12725502,64","6754734,59",43,"277331,14","1573093,13","2974599,28","14318279,57","3136667,63","27996374,01","6312311,07",1930,2736591,1092448,0,"3136667,74",1039054,"3033915,45","102752,18","4175721,63",0,,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,283155,283155,0,0,283155
2010,3303906,RJ,259633,220009,281286,281286,253983,295917,281286,214759,295917,614,242,1,1,4,4,47018,38335,49372,38766,72250,62940,46480,64012,55289,71424,63225,13770,13454,8478,8523,9915,13770,316,0,0,0,8139,271,13454,5285,17956,11623,"9069,3",0,0,0,0,1679,"1,54","97,98","62,8",100,"26,55","9,9","210,68","64,73","11,5","12,5","6,2","88,3","90,3","76,35","15,9","73,45","88,41","99,47","136,37","76,35","36,86","22,44","291,26","63,14","9,9","87,74","74,35","97,71","0,38","0,09","52882189,74","29897939,83","22984249,91","1629285,66",0,"54511475,4",0,"47134750,35","9199146,58","9630166,93",251,"433754,86","2776559,86","4037587,53","24773494,86","628229,61","37081833,59",6310617,0,"2039249,92","5369492,12","5856175,76",0,"871428,6","628229,61",0,"1499658,21",0,,,0,"2048468,66","2514558,05","391327,07","3954353,78",1000000,0,"4954353,78",,,,,,,,,,,,,,
2010,3305109,RJ,421231,223524,458673,458673,421231,458673,458673,223524,458673,527,417,1,1,0,0,74420,39885,84925,45515,155064,66364,47986,116519,61830,90538,55740,"52370,2","51141,3",17764,"31845,1",24907,"52140,9","1228,9",0,0,0,15881,"3316,73","51084,1",13262,"13518,75",0,0,0,0,0,0,0,"1,97","69,93","36,21","99,56","49,22","16,4","42,45",0,"15,4","6,7","9,16","202,7","91,8","48,73","32,4","50,78","82,8","55,78",0,"48,73","35,08","90,75","689,83","64,92","19,7","91,84","48,73","97,54","0,25",0,"75342009,03","75342009,03",0,"14015,97",0,75356025,0,"57941247,62","51944273,41","27572174,58",451,"1132038,96","6421214,3","12142027,15","58445835,07","12803574,51","114278496,2","25766244,47",7878,11170502,4459268,0,"12803574,18",4241316,"12384150,02","419424,49","17044890,51",0,,0,0,0,9500,0,0,0,9500,9500,,,,,,,,0,0,78342,78342,0,0,78342
2004,3301876,RJ,24189,9676,18969,18969,24189,18969,18969,9676,18969,148,5,1,1,0,0,3945,,5641,,11087,,3625,8076,,8062,7421,0,0,810,1154,1413,1819,0,0,1819,0,756,0,0,2176,0,0,0,,,,,118,"1,98","94,13","44,53",100,"22,32","7,5",0,,"10,5","20,6",,"137,9",100,"51,01","13,5","77,68","77,89","70,19",0,"51,01","36,56","13,4","320,82","63,44","8,5",100,"51,01",0,"1,2",,2183326,2183326,0,167644,0,2350970,,2281442,822063,508677,24,56134,313936,211172,1760343,"404004,87","3464591,47","567003,31",29160,522307,0,118957,"733240,29",0,"404004,87",0,,,,,"924662,58","1267540,84","5572464,5","4940,92",0,"6844946,26",0,"7769608,84",,,,,,,,,,,,,,
2001,3301009,RJ,315000,119000,367068,367068,315000,410220,367068,119000,410220,925,193,,,18,0,61170,21110,65200,23200,92700,36760,46700,81000,30760,74575,70125,30152,29002,11783,15661,15661,0,1150,0,0,0,9337,3,,,6700,0,6700,,,,,,"1,51","71,26","39,08",0,"48,05","13,8","42,78",0,"14,3","14,2","8,29","138,3","85,8","32,42","27,4","51,95","87,34","75,24",0,"32,42","48,05","43,5","652,47","51,95","14,3","76,79","29,01",,,,22250000,16241000,6009000,90000,0,22340000,,18023000,8077000,4048318,238,449576,1580832,1189967,11300000,1490000,16042656,1676656,0,2102000,1576000,1929307,0,7522000,,,,,,,0,16472000,6066000,3979000,14958000,11559000,0,26517000,,,,,,,,,,,,,,
2022,3305554,RJ,80596,530,,,,80596,,,80596,"301,11",53,1,1,1,1,31609,195,34376,195,37932,195,4877,30874,195,7595,6296,841,841,"2294,86","5656,84","5003,35",841,0,0,"14188,01",841,"744,76","410,3",665,"952,95","898,57","133,05","32,01",0,0,0,0,"35,34","1,26","21,24","16,66",0,"65,77","24,8","18,66","14,81","11,8","12,1","18,86","194,7",,,"40,2","34,23","85,12","47,65","2,76",,"61,3","81,54","1047,55","38,7","13,6",100,"0,66","4,42","0,06","0,04","40252572,63","38958636,2","8086,63",141311,"1285849,8","40393883,63",0,"29693904,64","20143208,25","3039746,43",52,"136856,72","909707,04","1360945,59","14113916,92","5419220,56","26281574,65","5299282,02","4869824,48","3386179,36","1449155,15","410657,3",0,"1941259,03","3966789,34","1452431,22","7360479,59",0,0,0,0,"13813836,56",10500,"262859,19","13617817,73","469378,02",0,"14087195,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3302403,RJ,213358,252741,251868,251868,213358,256672,251868,250241,256672,"539,21",493,1,1,9,2,43928,50290,49050,52170,75177,,23070,70060,,49633,45087,23022,"21707,77",6067,"12908,69",10277,0,0,12659,249,155,5227,"6696,15",0,7763,8409,2665,9715,0,1,0,0,,"1,71","59,84","36,95",0,38,"9,7","65,93","31,69","11,7","11,3","9,18","173,8","84,7","99,35","26,8",62,"91,29","47,57","20,9","99,35","22,12","19,16","238,86","77,88","14,8","83,12","98,47",0,"0,33",,"123539404,2","110117977,5","13421426,72","38159110,42",0,"161698514,6",0,"113993356,5",,"29975421,25",194,"808438,08","4323059,02","25676366,67","79679251,78","11277855,7","133451874,5","41129710,98",0,"7392527,14","-1437977,91","11503439,62","2803033,96",0,"11248482,59","29373,11","11277855,7",0,0,0,0,"244342,14","23253316,48",0,"7220337,08","16277321,54",0,"23497658,62",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3304557,RJ,6465474,5606350,6520266,6520266,6465474,6520266,6520266,5606350,6520266,"10710,21","6428,24",1,1,0,22,1077384,832277,1135607,924976,2433242,1839249,745213,2112900,1691917,1808008,1591993,1086049,942187,431846,771976,492158,1081209,143862,0,0,0,331921,57858,1084783,666600,"449781,11","355103,17","377741,02",0,0,0,0,"53546,14","2,26","69,14",42,"99,55","52,13","19,9","58,26","78,95","16,9","8,3","7,14","327,9","99,2","85,98","37,3","47,87","86,8","55,94",46,"85,98","24,92","64,99","652,62","75,08","26,5","99,16","85,98","99,88","0,61","0,12",3994874622,1989518214,2005356408,"5449190,25",0,4000323812,0,3225374973,1380408917,"729250073,3",3641,"45216712,35","239663958,2","341251308,3",1716571885,"90886361,21",2921401804,"930659575,2",0,"311167005,3","133215018,5","50022827,36","50068964,16","179284740,3","90543432,46","342928,75","270171101,5",0,0,0,0,"32270833,24","59837933,14","4351957,26","42341145,36","54119578,28",0,"96460723,64",0,0,0,0,0,0,0,0,1395215,"4175803,76","5571018,76",0,0,"5571018,76"
2017,3305208,RJ,91237,73959,93395,93395,91237,99906,93395,73959,99906,"452,47","56,19",1,1,0,0,38249,38249,42027,42027,48757,48044,37942,46604,45946,48044,45946,7749,"7698,58","4441,67","4449,61","6098,74","7698,58",0,0,0,0,"3880,2","1576,65","7698,58",8231,"3270,93","3270,93","6098,74",0,0,0,0,"1312,06","1,28","99,09","71,96","99,35","1,19","7,9","73,51",100,"10,6",11,"1,34",135,"97,7","79,19","13,5","98,81","95,65","99,82","73,51","79,19","27,91","10,44","126,14","72,09","7,8","91,32","74,03","99,35","1,06","0,4",63138082,63138082,0,9018352,0,72156434,0,62426180,28336849,4843464,77,482066,4612510,6346364,31790507,7536811,43525758,4198440,0,159031,0,15347072,0,0,7536811,0,7536811,0,0,0,0,"3270393,89","964733,42","4257980,18","8493107,49",0,0,"8493107,49",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3305505,RJ,81505,62928,80840,80840,80551,85175,80840,62526,85175,469,57,1,1,2,1,14032,9520,17102,11620,16603,13050,13971,15881,12100,16509,15849,154,154,"2373,1","3150,7","3430,2",0,0,0,4400,0,"2140,5",0,0,"5401,12","2266,73","2266,73",0,0,0,0,0,"351,6","1,22","99,56","52,11",0,"24,68","12,2","71,94",100,"17,6","27,2","4,93","108,1","99,6","77,35","23,3","75,32","95,83","75,32","71,94","77,35","30,81","8,61","289,15","69,19","16,1","95,69","73,88",0,"1,19","0,16","20474593,02","20474593,02",0,"761006,95",0,"21235599,97",0,"20081994,04","1155706,18","1342157,29",15,"212595,34","2303480,49","45880,58","6171262,87",0,"6171262,87",0,0,"2255715,59",0,"11433,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,3300100,RJ,162829,79695,170601,170601,161403,177101,170601,79695,177101,"468,29","157,35",1,1,59,35,42626,15921,43554,15997,54107,16412,13285,48250,15892,19850,17132,"17636,46",817,"3308,46","15621,92","16764,81",0,"16819,46",0,"2810,21",5570,,0,0,"6286,79",3995,2866,0,0,0,0,0,"385,62","1,27","30,78","22,24",0,"18,01","13,9","39,74","71,74","17,3","10,7","9,87","170,5","94,6","46,71",23,"81,99","88,46","32,91","28,51","46,71","23,6","28,44","310,84","76,4","15,6","91,94",45,0,"0,31","0,1","15254903,48","15212522,98","42380,5","5395,09",0,"15260298,57",0,"14361393,62","3131250,79","11167688,95",333,"454673,35","1674439,07","4156079,16","18977810,77","639036,3","27755942,4","3348348,8","730,37","1394469,36","716042,64","129730,51","4074703,89","841660,58","636033,99","3002,31","1480696,88",0,,0,0,0,330987,87555,0,0,0,418542,,,,,,,,0,0,18396,18396,0,0,18396
2016,3300233,RJ,30762,24433,31674,31674,30762,31674,31674,24433,31674,278,54,1,1,0,0,13434,13434,14898,14898,24095,23938,13328,20567,20436,23938,20436,"3938,45","3938,45","3136,4","3140,77","3714,47","3938,45",0,0,0,0,"2658,36",635,"3938,45","9792,83","2723,52","2723,52","3714,47",0,0,0,0,"989,87","1,81","99,24","94,94",100,"-12,44","11,1","86,72",100,13,"19,1","3,54","282,4","97,1","77,14","13,8","112,44","85,1","99,86","86,72","77,14","4,92","1,6","33,9","95,08",11,"97,12","77,14",100,"2,49","0,36","45271358,06","45271358,06",0,"2387643,03",0,"47659001,09",0,"42666219,14","17488130,82","2827083,4",45,"224155,08","2281608,02","3157946,9","16861401,64","4210989,38","22802321,57","1729930,54",0,"49756,8",0,"8320851,44",0,0,"4210989,38",0,"4210989,38",0,0,0,0,"2823059,68","9203826,41","2477356,01","14504242,1",0,0,"14504242,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3300308,RJ,96559,93694,94260,94260,93483,97152,94260,93694,97152,"230,8","113,8",1,1,5,3,31331,25026,32806,26027,31415,25026,10357,29729,23916,10434,10369,"8203,56","8203,56","1847,85","1888,56","1888,56",349,0,0,0,0,"1479,96",0,0,"5938,4","1218,02",0,"733,56",0,0,0,0,0,1,"32,69","22,52","4,25","76,98",15,"64,49",0,5,7,"4,38","53,5","99,2","99,4","21,9","23,02","94,68","97,84",0,"99,4","76,98","75,66","555,95","23,02",5,"99,39","96,44",0,"0,72",0,"6335519,69","4955519,69",1380000,"14728,11",0,"6350247,8",0,"5930463,62","362310,94","3252161,85",101,"32182,8","141949,57","1549194,69","5613787,57","87757,11","6185351,93","310898,56",0,"1604,6","142907,34","636694,06","30001,35","196721,74","86680,37","1076,74","284478,85",0,197915,0,0,0,0,0,0,0,0,0,50000,651,0,216566,0,32000,248566,0,0,0,0,0,0,0
2012,3301306,RJ,36427,19915,30129,30129,33552,37340,30129,19915,37340,113,53,1,1,3,2,11178,6115,11893,6542,12656,6508,9519,11618,5970,10406,9721,"11888,2","11887,2",1506,"8657,05","8669,09","1763,2",0,0,0,7001,"1386,04","78,6","1763,2","4751,91","767,84",0,0,0,0,0,0,0,"1,12",85,"31,32",,"26,59","12,2","46,37",0,"11,2","9,2","7,45","128,1",100,"66,1","32,8","73,41","92,82","90,94",0,"66,1","26,69","79,97","781,07","73,31","11,1","97,55","53,33","14,83","0,4",0,"5920952,44","5915742,13","5210,31","312321,57",0,"6233274,01",0,"5320307,14","1947839,47","2250848,24",44,"297588,1","827985,78","875441,36","4975483,18","324645,53","7399833,65","1701040,25","355,4","663205,92","363766,57","60058,38","34898,12","427583,45","323120,29","1525,24","752228,98",0,0,0,0,174000,0,2115,176115,0,0,176115,0,0,0,0,0,0,0,577946,0,0,577946,0,0,577946
2014,3301876,RJ,24474,19545,25354,25354,24474,25354,25354,19545,25354,"273,3",9,1,1,0,0,12992,12992,14345,14345,16318,15544,12446,15794,15041,15544,15041,2854,2854,"1341,29","1349,71","2007,52",2854,0,0,0,0,1239,"457,89",2854,"3280,8",1564,1564,"2007,52",0,0,0,0,"404,21","1,26","95,48","55,98",100,"16,22","7,3",100,100,"10,4","19,3","0,64","155,5","96,5","77,09","14,9","83,78","96,77","99,38",100,"77,09","43,67","10,61","225,41","56,33",7,"96,53","77,09",100,"1,15","0,26","12765771,34","12765771,34",0,"687285,77",0,"13453057,11",0,"12161815,07","5837739,39","1466023,55",37,"125280,57","925783,41","3117095,18","7136096,87","1616848,59","10547183,66","1794238,2",0,"46094,61",0,"1455819,55",0,0,"1616848,59",0,"1616848,59",0,,,0,"7785507,48","799964,79","202063,98","8787536,23",,,"8787536,25",,,,,,,,,,,,,,
2016,3302858,RJ,169290,84848,171020,171020,169290,171020,171020,84848,171020,"412,02",179,1,1,0,0,47110,22194,47835,22499,62493,26766,17713,58376,23246,37181,35710,22004,22004,3780,11434,6209,22004,0,0,0,0,3448,1100,22004,"9257,2",3540,742,194,0,0,0,0,"88,24","1,33","31,49","18,08",100,"70,3","8,5","30,96","20,96","8,3","8,6","8,33",187,99,"49,61","29,3","29,7","90,91","33,06","6,49","49,61","45,3","62,97","550,74","54,7","15,3","98,99","49,61",100,"0,42","0,02","23127984,89","22167654,61","960330,28","7757,59",0,"23135742,48",0,"17292428,49","5779931,33","3553872,84",20,"956173,25","3248308,8","6516153,49","15139936,16","2167457,46","26181511,39","4960939,57",0,"47840,38",3529332,"817587,4","383846,2","4858706,62","2140864,2","26593,26","7026164,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91836,04","91836,04",0,0,"91836,04"
2016,3302908,RJ,24830,11300,21687,21687,21665,24855,21687,11300,24855,"152,28","33,77",1,1,1,5,7264,3000,8066,3376,9679,,7209,8805,,8034,7676,4418,4418,1541,1549,1549,0,0,0,0,0,1459,0,0,"4650,42","428,05","428,05",0,0,0,0,0,200,"1,35","99,22","34,88",0,"64,94","16,1","27,63",100,"13,3","18,7",10,171,"99,9","52,1","38,1","35,06","90,97","99,48","27,63","52,1","64,94","53,06","1100,26","35,06","13,3","99,9","45,46",0,"1,05","0,47","5530310,35","5530310,35",0,"1878,9",0,"5532189,25",0,"3963699,43","1382089,81","2692323,71",20,"191982,07","1796819,92","1009230,63","5824394,95","335665,34","7999026,28","1185968,41",0,"7409,58","546573,26","126629,04","106424,32","752448,08","331546,92","4118,42","1088113,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"152646,38","152646,38",0,0,"152646,38"
2015,3304201,RJ,119638,119375,117438,117438,117438,125214,117438,117438,125214,486,383,1,1,1,1,34557,32657,35824,34211,49412,46797,34167,45191,43244,49016,44875,"11634,1","11045,2","6973,3","7088,4","8417,2","11045,2",5,0,0,0,"5952,13","588,8","11045,2","6616,89","7088,39","4394,8","7780,18",0,0,0,0,"867,03","1,43","98,38","63,13","94,94","23,79","12,1",100,62,"14,4","13,7","11,29","162,9",100,100,"19,9","76,21","91,1","98,38",62,100,"35,82","22,33","316,98","64,18","12,1","95,55","95,34","94,94","0,57","0,12","34347074,03","19337443,19","15009630,84","2141484,67",0,"36488558,7",0,"37358066,89","4293503,33","10610728,32",212,"714452,96","4012994,99","6479454,28","31626795,24","3081987,3","37904919,01","3414340,78",0,"3866785,64","-218204,31","5942379,05",0,"6278834,12","3081987,3",0,"9360821,42",0,0,0,0,"1721158,12","4064679,44","1787116,7","694531,33","6878422,93",0,"7572954,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3305703,RJ,4606,4700,5523,5523,1682,15127,5523,4500,15127,27,"8,5",1,1,0,0,1472,1952,1743,1970,1658,2322,1470,1572,1920,1655,1569,428,428,342,354,349,0,0,0,0,0,304,0,0,"239,26",780,0,0,0,0,0,0,0,"1,13","99,86","79,91",0,"18,46","17,4",100,0,"17,7","15,4","3,99","214,2","30,5","81,48","21,7","81,54","94,9","96,61",0,"81,48","17,29","7,65","138,82","82,71","17,9","30,45","31,07",0,"0,56",0,"1159131,55","1159131,55",0,"541,73",0,"1159673,28",0,"879220,97","265568,74","982881,91",20,"23998,3","123047,03","161054,47","1313782,85","84518,29","1899627,04","269518,34",0,"2571,63","92583,4","20229,51","139224,16","240863,06","83648,6","869,69","325381,35",0,0,0,0,0,0,0,0,0,0,0,25000,50000,125000,200000,0,0,200000,0,0,"15007,54","15007,54",0,0,"15007,54"
2015,3306107,RJ,66590,29574,63854,63854,57674,73725,63854,29574,73725,155,58,1,1,4,0,16965,6877,18480,6883,22279,9572,13165,21322,9004,17364,16985,5124,5124,3169,4305,4002,0,0,0,0,0,2973,170,0,"5197,9",1401,0,0,0,0,0,0,0,"1,31","77,46","63,97",0,"19,22","15,1","32,54",0,15,"8,4","8,47",178,"90,3","46,32","19,2","80,78","95,33","73,61",0,"46,32","13,1","11,47","105,01","86,9","16,1","90,32","40,11",0,"1,01",0,"13291817,96","13291817,96",0,"6212,05",0,"13298030,01",0,"10164776,24","3045289,72","7035666,37",48,"191531,07","1695585,71","1895387,55","11097681,28","1245441,69","16965592,46","3090579,94",0,"34555,76","1364286,95","244954,82","167602,6","3549300,89","1232625,87","12815,82","4794742,58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"172176,1",0,"106269,59","106269,59","99562,64","72613,46","278445,69"
